"","X","ID","Relative_Year","Contribution","Cohort","Year","Proportional","Sex","Total_Genetic","cohort.10y","Parish"
"469569",589629,"P0000029149","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"469770",589963,"P0000032967","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"469971",590297,"P0000033035","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"470172",590631,"P0000034722","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"470373",590965,"P0000034736","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"470574",591299,"P0000036903","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"470775",591633,"P0000038385","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"470976",591967,"P0000041590","A199",3.328125,1791,1990,0.000899250202647933,"Male","3701","1785","Elm"
"471176",592300,"P0000014353","A198",4.195312,1792,1990,0.00113356174007025,"Male","3701","1785","Elm"
"471376",592634,"P0000014474","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"471576",592968,"P0000014484","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"471776",593302,"P0000014492","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"471976",593636,"P0000014500","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"472176",593970,"P0000014509","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"472376",594304,"P0000025626","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"472576",594638,"P0000025662","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"472776",594972,"P0000025683","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"472976",595306,"P0000025738","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"473176",595640,"P0000025794","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"473376",595974,"P0000029032","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"473576",596308,"P0000029060","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"473776",596642,"P0000029092","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"473976",596976,"P0000029106","A198",0.921875,1792,1990,0.00024908808430154,"Male","3701","1785","Elm"
"474176",597310,"P0000029162","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"474376",597644,"P0000031404","A198",3.054688,1792,1990,0.000825368278843556,"Male","3701","1785","Elm"
"474576",597978,"P0000032958","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"474776",598312,"P0000033022","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"474976",598646,"P0000033031","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"475176",598980,"P0000033086","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"475376",599314,"P0000033094","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"475576",599648,"P0000033271","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"475776",599982,"P0000033289","A198",2.53125,1792,1990,0.000683936773844907,"Male","3701","1785","Elm"
"475976",600316,"P0000038407","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"476176",600650,"P0000040704","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"476376",600984,"P0000041578","A198",0,1792,1990,0,"Male","3701","1785","Elm"
"476575",601317,"P0000014518","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"476774",601651,"P0000025749","A197",10.1875,1793,1990,0.00275263442312888,"Male","3701","1785","Elm"
"476973",601985,"P0000025815","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"477172",602319,"P0000025822","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"477371",602653,"P0000029096","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"477570",602987,"P0000029097","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"477769",603321,"P0000029113","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"477968",603655,"P0000029144","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"478167",603989,"P0000031425","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"478366",604323,"P0000031458","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"478565",604657,"P0000032946","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"478764",604991,"P0000033006","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"478963",605325,"P0000033023","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"479162",605659,"P0000033027","A197",4.03125,1793,1990,0.00108923263982707,"Male","3701","1785","Elm"
"479361",605993,"P0000033060","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"479560",606327,"P0000034737","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"479759",606661,"P0000037869","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"479958",606995,"P0000037879","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"480157",607329,"P0000038396","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"480356",607663,"P0000039135","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"480555",607997,"P0000040753","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"480754",608331,"P0000041591","A197",0,1793,1990,0,"Male","3701","1785","Elm"
"480952",608664,"P0000014535","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"481150",608998,"P0000025723","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"481348",609332,"P0000025838","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"481546",609666,"P0000028474","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"481744",610000,"P0000028973","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"481942",610334,"P0000029127","A196",0.625,1794,1990,0.00016887327749257,"Male","3701","1785","Elm"
"482140",610668,"P0000029150","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"482338",611002,"P0000030363","A196",1.476562,1794,1990,0.000398962982977574,"Male","3701","1785","Elm"
"482536",611336,"P0000031426","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"482734",611670,"P0000031460","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"482932",612004,"P0000032969","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"483130",612338,"P0000033068","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"483328",612672,"P0000033104","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"483526",613006,"P0000034812","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"483724",613340,"P0000037862","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"483922",613674,"P0000038408","A196",0,1794,1990,0,"Male","3701","1785","Elm"
"484119",614007,"P0000014294","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"484316",614341,"P0000014303","A195",2.6875,1795,1990,0.000726155093218049,"Male","3701","1795","Elm"
"484513",614675,"P0000025795","A195",2.46875,1795,1990,0.00066704944609565,"Male","3701","1795","Elm"
"484710",615009,"P0000025823","A195",0.15625,1795,1990,4.22183193731424e-05,"Male","3701","1795","Elm"
"484907",615343,"P0000025841","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"485104",615677,"P0000028475","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"485301",616011,"P0000029183","A195",0.40625,1795,1990,0.00010976763037017,"Male","3701","1795","Elm"
"485498",616345,"P0000029201","A195",7.09375,1795,1990,0.00191671169954066,"Male","3701","1795","Elm"
"485695",616679,"P0000031465","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"485892",617013,"P0000032947","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"486089",617347,"P0000033095","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"486286",617681,"P0000033100","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"486483",618015,"P0000033272","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"486680",618349,"P0000034743","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"486877",618683,"P0000034805","A195",2.390625,1795,1990,0.000645940286409079,"Male","3701","1795","Elm"
"487074",619017,"P0000037853","A195",8.34375,1795,1990,0.0022544582545258,"Male","3701","1795","Elm"
"487271",619351,"P0000038402","A195",6.984375,1795,1990,0.00188715887597947,"Male","3701","1795","Elm"
"487468",619685,"P0000039139","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"487665",620019,"P0000039939","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"487862",620353,"P0000040748","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"488059",620687,"P0000041586","A195",0,1795,1990,0,"Male","3701","1795","Elm"
"488255",621020,"P0000025740","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"488451",621354,"P0000025777","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"488647",621688,"P0000028476","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"488843",622022,"P0000028948","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"489039",622356,"P0000029139","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"489235",622690,"P0000029173","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"489431",623024,"P0000030366","A194",0.15625,1796,1990,4.22183193731424e-05,"Male","3701","1795","Elm"
"489627",623358,"P0000031415","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"489823",623692,"P0000032970","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"490019",624026,"P0000033105","A194",3,1796,1990,0.000810591731964334,"Male","3701","1795","Elm"
"490215",624360,"P0000033131","A194",0.21875,1796,1990,5.91056471223994e-05,"Male","3701","1795","Elm"
"490411",624694,"P0000034724","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"490607",625028,"P0000034744","A194",3.46875,1796,1990,0.000937246690083761,"Male","3701","1795","Elm"
"490803",625362,"P0000038416","A194",0.59375,1796,1990,0.000160429613617941,"Male","3701","1795","Elm"
"490999",625696,"P0000039136","A194",6.296875,1796,1990,0.00170139827073764,"Male","3701","1795","Elm"
"491195",626030,"P0000039625","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"491391",626364,"P0000039981","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"491587",626698,"P0000040754","A194",0,1796,1990,0,"Male","3701","1795","Elm"
"491782",627031,"P0000014537","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"491977",627365,"P0000025676","A193",5.757812,1797,1990,0.00155574493380168,"Male","3701","1795","Elm"
"492172",627699,"P0000025750","A193",13.14062,1797,1990,0.00355055930829506,"Male","3701","1795","Elm"
"492367",628033,"P0000025778","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"492562",628367,"P0000025789","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"492757",628701,"P0000025851","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"492952",629035,"P0000025858","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"493147",629369,"P0000025870","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"493342",629703,"P0000028472","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"493537",630037,"P0000029107","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"493732",630371,"P0000029184","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"493927",630705,"P0000029193","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"494122",631039,"P0000029206","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"494317",631373,"P0000031481","A193",0.46875,1797,1990,0.000126654958119427,"Male","3701","1795","Elm"
"494512",631707,"P0000031497","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"494707",632041,"P0000031505","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"494902",632375,"P0000033017","A193",4.828125,1797,1990,0.0013045460686301,"Male","3701","1795","Elm"
"495097",632709,"P0000033033","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"495292",633043,"P0000034715","A193",0.40625,1797,1990,0.00010976763037017,"Male","3701","1795","Elm"
"495487",633377,"P0000034750","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"495682",633711,"P0000034786","A193",1.8125,1797,1990,0.000489732504728452,"Male","3701","1795","Elm"
"495877",634045,"P0000034813","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"496072",634379,"P0000037863","A193",0,1797,1990,0,"Male","3701","1795","Elm"
"496267",634713,"P0000037871","A193",3.828125,1797,1990,0.00103434882464199,"Male","3701","1795","Elm"
"496462",635047,"P0000039140","A193",2.234375,1797,1990,0.000603721967035936,"Male","3701","1795","Elm"
"496656",635380,"P0000025796","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"496850",635714,"P0000025890","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"497044",636048,"P0000029151","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"497238",636382,"P0000029211","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"497432",636716,"P0000031427","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"497626",637050,"P0000032971","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"497820",637384,"P0000032996","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"498014",637718,"P0000033047","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"498208",638052,"P0000033074","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"498402",638386,"P0000033101","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"498596",638720,"P0000033114","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"498790",639054,"P0000034795","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"498984",639388,"P0000034806","A192",0.09375,1798,1990,2.53309916238854e-05,"Male","3701","1795","Elm"
"499178",639722,"P0000034814","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"499372",640056,"P0000038413","A192",5.234375,1798,1990,0.00141431369900027,"Male","3701","1795","Elm"
"499566",640390,"P0000039990","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"499760",640724,"P0000040749","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"499954",641058,"P0000041587","A192",0,1798,1990,0,"Male","3701","1795","Elm"
"500147",641391,"P0000014512","A191",3.4375,1799,1990,0.000928803026209133,"Male","3701","1795","Elm"
"500340",641725,"P0000014538","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"500533",642059,"P0000014539","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"500726",642393,"P0000025824","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"500919",642727,"P0000025843","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"501112",643061,"P0000025871","A191",0.1875,1799,1990,5.06619832477709e-05,"Male","3701","1795","Elm"
"501305",643395,"P0000025877","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"501498",643729,"P0000025891","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"501691",644063,"P0000029115","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"501884",644397,"P0000029207","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"502077",644731,"P0000030367","A191",2.796875,1799,1990,0.000755707916779249,"Male","3701","1795","Elm"
"502270",645065,"P0000031444","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"502463",645399,"P0000031482","A191",0.625,1799,1990,0.00016887327749257,"Male","3701","1795","Elm"
"502656",645733,"P0000032988","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"502849",646067,"P0000033028","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"503042",646401,"P0000033048","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"503235",646735,"P0000033090","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"503428",647069,"P0000033155","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"503621",647403,"P0000037872","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"503814",647737,"P0000037891","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"504007",648071,"P0000038409","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"504200",648405,"P0000038417","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"504393",648739,"P0000039137","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"504586",649073,"P0000039627","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"504779",649407,"P0000039983","A191",0,1799,1990,0,"Male","3701","1795","Elm"
"504971",649740,"P0000014525","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"505163",650074,"P0000025802","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"505355",650408,"P0000025852","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"505547",650742,"P0000025905","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"505739",651076,"P0000025909","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"505931",651410,"P0000029164","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"506123",651744,"P0000031467","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"506315",652078,"P0000033008","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"506507",652412,"P0000033115","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"506699",652746,"P0000034752","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"506891",653080,"P0000034788","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"507083",653414,"P0000034796","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"507275",653748,"P0000037880","A190",0.9375,1800,1990,0.000253309916238854,"Male","3701","1795","Elm"
"507467",654082,"P0000037968","A190",2.296875,1800,1990,0.000620609294785193,"Male","3701","1795","Elm"
"507659",654416,"P0000040760","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"507851",654750,"P0000041425","A190",0,1800,1990,0,"Male","3701","1795","Elm"
"508042",655083,"P0000025779","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"508233",655417,"P0000025878","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"508424",655751,"P0000025892","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"508615",656085,"P0000025901","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"508806",656419,"P0000029152","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"508997",656753,"P0000031451","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"509188",657087,"P0000031507","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"509379",657421,"P0000033009","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"509570",657755,"P0000033053","A189",19.98438,1801,1990,0.00539972439881113,"Male","3701","1795","Elm"
"509761",658089,"P0000033075","A189",2.46875,1801,1990,0.00066704944609565,"Male","3701","1795","Elm"
"509952",658423,"P0000033107","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"510143",658757,"P0000033116","A189",5.8125,1801,1990,0.0015705214806809,"Male","3701","1795","Elm"
"510334",659091,"P0000033148","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"510525",659425,"P0000033156","A189",6.5,1801,1990,0.00175628208592272,"Male","3701","1795","Elm"
"510716",659759,"P0000033273","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"510907",660093,"P0000034746","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"511098",660427,"P0000034797","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"511289",660761,"P0000037864","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"511480",661095,"P0000037970","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"511671",661429,"P0000039143","A189",5.75,1801,1990,0.00155363415293164,"Male","3701","1795","Elm"
"511862",661763,"P0000039592","A189",0,1801,1990,0,"Male","3701","1795","Elm"
"512053",662097,"P0000039984","A189",1.34375,1801,1990,0.000363077546609025,"Male","3701","1795","Elm"
"512244",662431,"P0000039991","A189",0.9375,1801,1990,0.000253309916238854,"Male","3701","1795","Elm"
"512434",662764,"P0000014513","A188",0,1802,1990,0,"Male","3701","1795","Elm"
"512624",663098,"P0000014544","A188",0,1802,1990,0,"Male","3701","1795","Elm"
"512814",663432,"P0000025694","A188",0,1802,1990,0,"Male","3701","1795","Elm"
"513004",663766,"P0000025742","A188",0,1802,1990,0,"Male","3701","1795","Elm"
"513194",664100,"P0000025919","A188",0,1802,1990,0,"Male","3701","1795","Elm"
"513384",664434,"P0000029165","A188",0,1802,1990,0,"Male","3701","1795","Elm"
"513574",664768,"P0000029176","A188",0,1802,1990,0,"Male","3701","1795","Elm"
