"","X","ID","Relative_Year","Contribution","Cohort","Year","Proportional","Sex","Total_Genetic","cohort.10y","Parish"
"404276",485776,"P0000039127","A220",0,1770,1990,0,"Male","3701","1765","Elm"
"404497",486109,"P0000014312","A219",0,1771,1990,0,"Male","3701","1765","Elm"
"404718",486443,"P0000014338","A219",0,1771,1990,0,"Male","3701","1765","Elm"
"404939",486777,"P0000025639","A219",0,1771,1990,0,"Male","3701","1765","Elm"
"405160",487111,"P0000028896","A219",0,1771,1990,0,"Male","3701","1765","Elm"
"405381",487445,"P0000029014","A219",0.796875,1771,1990,0.000215313428803026,"Male","3701","1765","Elm"
"405602",487779,"P0000029022","A219",0,1771,1990,0,"Male","3701","1765","Elm"
"405823",488113,"P0000034680","A219",0,1771,1990,0,"Male","3701","1765","Elm"
"406044",488447,"P0000034688","A219",0,1771,1990,0,"Male","3701","1765","Elm"
"406265",488781,"P0000037812","A219",0,1771,1990,0,"Male","3701","1765","Elm"
"406486",489115,"P0000039967","A219",1.609375,1771,1990,0.000434848689543367,"Male","3701","1765","Elm"
"406706",489448,"P0000014278","A218",0,1772,1990,0,"Male","3701","1765","Elm"
"406926",489782,"P0000025568","A218",15.38281,1772,1990,0.00415639286679276,"Male","3701","1765","Elm"
"407146",490116,"P0000025680","A218",5.140625,1772,1990,0.00138898270737638,"Male","3701","1765","Elm"
"407366",490450,"P0000029023","A218",4.53125,1772,1990,0.00122433126182113,"Male","3701","1765","Elm"
"407586",490784,"P0000032890","A218",0,1772,1990,0,"Male","3701","1765","Elm"
"407806",491118,"P0000032936","A218",0,1772,1990,0,"Male","3701","1765","Elm"
"408026",491452,"P0000034672","A218",2.0625,1772,1990,0.00055728181572548,"Male","3701","1765","Elm"
"408246",491786,"P0000034689","A218",0,1772,1990,0,"Male","3701","1765","Elm"
"408466",492120,"P0000037814","A218",0,1772,1990,0,"Male","3701","1765","Elm"
"408686",492454,"P0000037835","A218",10.14062,1772,1990,0.00273996757633072,"Male","3701","1765","Elm"
"408906",492788,"P0000039128","A218",0,1772,1990,0,"Male","3701","1765","Elm"
"409125",493121,"P0000025577","A217",0.34375,1773,1990,9.28803026209133e-05,"Male","3701","1765","Elm"
"409344",493455,"P0000028457","A217",0,1773,1990,0,"Male","3701","1765","Elm"
"409563",493789,"P0000028942","A217",0,1773,1990,0,"Male","3701","1765","Elm"
"409782",494123,"P0000029049","A217",0,1773,1990,0,"Male","3701","1765","Elm"
"410001",494457,"P0000032903","A217",7.101562,1773,1990,0.0019188224804107,"Male","3701","1765","Elm"
"410220",494791,"P0000032919","A217",1.421875,1773,1990,0.000384186706295596,"Male","3701","1765","Elm"
"410439",495125,"P0000034681","A217",1.03125,1773,1990,0.00027864090786274,"Male","3701","1765","Elm"
"410658",495459,"P0000034801","A217",0,1773,1990,0,"Male","3701","1765","Elm"
"410877",495793,"P0000038380","A217",6.585938,1773,1990,0.00177950229667657,"Male","3701","1765","Elm"
"411095",496126,"P0000025614","A216",0,1774,1990,0,"Male","3701","1765","Elm"
"411313",496460,"P0000025620","A216",0,1774,1990,0,"Male","3701","1765","Elm"
"411531",496794,"P0000025641","A216",2.492188,1774,1990,0.000673382329100243,"Male","3701","1765","Elm"
"411749",497128,"P0000025695","A216",0,1774,1990,0,"Male","3701","1765","Elm"
"411967",497462,"P0000028897","A216",0,1774,1990,0,"Male","3701","1765","Elm"
"412185",497796,"P0000029015","A216",0,1774,1990,0,"Male","3701","1765","Elm"
"412403",498130,"P0000031374","A216",0.0625,1774,1990,1.6887327749257e-05,"Male","3701","1765","Elm"
"412621",498464,"P0000032920","A216",2.835938,1774,1990,0.000766262631721156,"Male","3701","1765","Elm"
"412839",498798,"P0000032939","A216",4.015625,1774,1990,0.00108501080788976,"Male","3701","1765","Elm"
"413057",499132,"P0000032962","A216",8.0625,1774,1990,0.00217846527965415,"Male","3701","1765","Elm"
"413275",499466,"P0000036895","A216",0,1774,1990,0,"Male","3701","1765","Elm"
"413493",499800,"P0000037836","A216",11.14062,1774,1990,0.00301016482031883,"Male","3701","1765","Elm"
"413711",500134,"P0000037843","A216",2.125,1774,1990,0.000574169143474737,"Male","3701","1765","Elm"
"413928",500467,"P0000014314","A215",0.03125,1775,1990,8.44366387462848e-06,"Male","3701","1775","Elm"
"414145",500801,"P0000025569","A215",4.21875,1775,1990,0.00113989462307484,"Male","3701","1775","Elm"
"414362",501135,"P0000025666","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"414579",501469,"P0000025687","A215",0.1875,1775,1990,5.06619832477709e-05,"Male","3701","1775","Elm"
"414796",501803,"P0000028458","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"415013",502137,"P0000028459","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"415230",502471,"P0000028980","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"415447",502805,"P0000029050","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"415664",503139,"P0000029082","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"415881",503473,"P0000031360","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"416098",503807,"P0000031375","A215",4.039062,1775,1990,0.00109134342069711,"Male","3701","1775","Elm"
"416315",504141,"P0000031395","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"416532",504475,"P0000032892","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"416749",504809,"P0000037837","A215",0,1775,1990,0,"Male","3701","1775","Elm"
"416965",505142,"P0000014288","A214",0,1776,1990,0,"Male","3701","1775","Elm"
"417181",505476,"P0000014340","A214",0.671875,1776,1990,0.000181538773304512,"Male","3701","1775","Elm"
"417397",505810,"P0000025578","A214",0,1776,1990,0,"Male","3701","1775","Elm"
"417613",506144,"P0000025667","A214",0,1776,1990,0,"Male","3701","1775","Elm"
"417829",506478,"P0000031378","A214",1.828125,1776,1990,0.000493954336665766,"Male","3701","1775","Elm"
"418045",506812,"P0000032921","A214",0,1776,1990,0,"Male","3701","1775","Elm"
"418261",507146,"P0000032951","A214",0.59375,1776,1990,0.000160429613617941,"Male","3701","1775","Elm"
"418477",507480,"P0000034684","A214",1.351562,1776,1990,0.00036518832747906,"Male","3701","1775","Elm"
"418693",507814,"P0000034691","A214",0,1776,1990,0,"Male","3701","1775","Elm"
"418909",508148,"P0000038381","A214",5.375,1776,1990,0.0014523101864361,"Male","3701","1775","Elm"
"419125",508482,"P0000039125","A214",0,1776,1990,0,"Male","3701","1775","Elm"
"419340",508815,"P0000014348","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"419555",509149,"P0000014358","A213",1.171875,1777,1990,0.000316637395298568,"Male","3701","1775","Elm"
"419770",509483,"P0000014368","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"419985",509817,"P0000014369","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"420200",510151,"P0000025621","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"420415",510485,"P0000025643","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"420630",510819,"P0000025711","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"420845",511153,"P0000025717","A213",1.195312,1777,1990,0.000322970008105917,"Male","3701","1775","Elm"
"421060",511487,"P0000028944","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"421275",511821,"P0000028999","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"421490",512155,"P0000032963","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"421705",512489,"P0000032973","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"421920",512823,"P0000032978","A213",0,1777,1990,0,"Male","3701","1775","Elm"
"422134",513156,"P0000014302","A212",0,1778,1990,0,"Male","3701","1775","Elm"
"422348",513490,"P0000014341","A212",5.046875,1778,1990,0.0013636517157525,"Male","3701","1775","Elm"
"422562",513824,"P0000025604","A212",0,1778,1990,0,"Male","3701","1775","Elm"
"422776",514158,"P0000025624","A212",0,1778,1990,0,"Male","3701","1775","Elm"
"422990",514492,"P0000025668","A212",0,1778,1990,0,"Male","3701","1775","Elm"
"423204",514826,"P0000029052","A212",0,1778,1990,0,"Male","3701","1775","Elm"
"423418",515160,"P0000031398","A212",0,1778,1990,0,"Male","3701","1775","Elm"
"423632",515494,"P0000031407","A212",0,1778,1990,0,"Male","3701","1775","Elm"
"423846",515828,"P0000032922","A212",0,1778,1990,0,"Male","3701","1775","Elm"
"424060",516162,"P0000039126","A212",0.59375,1778,1990,0.000160429613617941,"Male","3701","1775","Elm"
"424273",516495,"P0000014289","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"424486",516829,"P0000014370","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"424699",517163,"P0000014381","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"424912",517497,"P0000025592","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"425125",517831,"P0000025653","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"425338",518165,"P0000025669","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"425551",518499,"P0000028945","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"425764",518833,"P0000028981","A211",1.320312,1779,1990,0.000356744663604431,"Male","3701","1775","Elm"
"425977",519167,"P0000029026","A211",4.171875,1779,1990,0.0011272291272629,"Male","3701","1775","Elm"
"426190",519501,"P0000031379","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"426403",519835,"P0000031399","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"426616",520169,"P0000031406","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"426829",520503,"P0000031408","A211",1.421875,1779,1990,0.000384186706295596,"Male","3701","1775","Elm"
"427042",520837,"P0000032979","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"427255",521171,"P0000037838","A211",0,1779,1990,0,"Male","3701","1775","Elm"
"427467",521504,"P0000014342","A210",1.4375,1780,1990,0.00038840853823291,"Male","3701","1775","Elm"
"427679",521838,"P0000025690","A210",0,1780,1990,0,"Male","3701","1775","Elm"
"427891",522172,"P0000025719","A210",0,1780,1990,0,"Male","3701","1775","Elm"
"428103",522506,"P0000029000","A210",0,1780,1990,0,"Male","3701","1775","Elm"
"428315",522840,"P0000029087","A210",0,1780,1990,0,"Male","3701","1775","Elm"
"428527",523174,"P0000031423","A210",0,1780,1990,0,"Male","3701","1775","Elm"
"428739",523508,"P0000032924","A210",0,1780,1990,0,"Male","3701","1775","Elm"
"428951",523842,"P0000032941","A210",0,1780,1990,0,"Male","3701","1775","Elm"
"429163",524176,"P0000032964","A210",0,1780,1990,0,"Male","3701","1775","Elm"
"429375",524510,"P0000034975","A210",0,1780,1990,0,"Male","3701","1775","Elm"
"429587",524844,"P0000037839","A210",5,1780,1990,0.00135098621994056,"Male","3701","1775","Elm"
"429798",525177,"P0000014349","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"430009",525511,"P0000014374","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"430220",525845,"P0000014570","A209",0.4375,1781,1990,0.000118211294244799,"Male","3701","1775","Elm"
"430431",526179,"P0000025571","A209",3.976562,1781,1990,0.00107445609294785,"Male","3701","1775","Elm"
"430642",526513,"P0000025616","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"430853",526847,"P0000025654","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"431064",527181,"P0000028946","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"431275",527515,"P0000029017","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"431486",527849,"P0000029027","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"431697",528183,"P0000029054","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"431908",528517,"P0000031400","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"432119",528851,"P0000031420","A209",4.15625,1781,1990,0.00112300729532559,"Male","3701","1775","Elm"
"432330",529185,"P0000032894","A209",0.9375,1781,1990,0.000253309916238854,"Male","3701","1775","Elm"
"432541",529519,"P0000032942","A209",0.125,1781,1990,3.37746554985139e-05,"Male","3701","1775","Elm"
"432752",529853,"P0000032965","A209",1.421875,1781,1990,0.000384186706295596,"Male","3701","1775","Elm"
"432963",530187,"P0000033062","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"433174",530521,"P0000034693","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"433385",530855,"P0000040703","A209",0,1781,1990,0,"Male","3701","1775","Elm"
"433595",531188,"P0000014350","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"433805",531522,"P0000025606","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"434015",531856,"P0000025655","A208",1.375,1782,1990,0.000371521210483653,"Male","3701","1775","Elm"
"434225",532190,"P0000025704","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"434435",532524,"P0000025754","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"434645",532858,"P0000029088","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"434855",533192,"P0000029142","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"435065",533526,"P0000031362","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"435275",533860,"P0000032974","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"435485",534194,"P0000032981","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"435695",534528,"P0000033063","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"435905",534862,"P0000034701","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"436115",535196,"P0000037840","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"436325",535530,"P0000037844","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"436535",535864,"P0000037848","A208",2.632812,1782,1990,0.000711378546338827,"Male","3701","1775","Elm"
"436745",536198,"P0000038393","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"436955",536532,"P0000041579","A208",0,1782,1990,0,"Male","3701","1775","Elm"
"437164",536865,"P0000014290","A207",0.125,1783,1990,3.37746554985139e-05,"Male","3701","1775","Elm"
"437373",537199,"P0000014375","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"437582",537533,"P0000014384","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"437791",537867,"P0000025656","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"438000",538201,"P0000025671","A207",2.421875,1783,1990,0.000654383950283707,"Male","3701","1775","Elm"
"438209",538535,"P0000025705","A207",2.671875,1783,1990,0.000721933261280735,"Male","3701","1775","Elm"
"438418",538869,"P0000025745","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"438627",539203,"P0000025755","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"438836",539537,"P0000028947","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"439045",539871,"P0000029055","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"439254",540205,"P0000029104","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"439463",540539,"P0000029129","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"439672",540873,"P0000031421","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"439881",541207,"P0000032966","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"440090",541541,"P0000033064","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"440299",541875,"P0000037841","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"440508",542209,"P0000038383","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"440717",542543,"P0000038397","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"440926",542877,"P0000039132","A207",0,1783,1990,0,"Male","3701","1775","Elm"
"441135",543211,"P0000041575","A207",4.6875,1783,1990,0.00126654958119427,"Male","3701","1775","Elm"
"441343",543544,"P0000014351","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"441551",543878,"P0000025608","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"441759",544212,"P0000025645","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"441967",544546,"P0000025657","A206",6.289062,1784,1990,0.00169928721967036,"Male","3701","1775","Elm"
"442175",544880,"P0000025691","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"442383",545214,"P0000025768","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"442591",545548,"P0000028965","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"442799",545882,"P0000029056","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"443007",546216,"P0000029130","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"443215",546550,"P0000031441","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"443423",546884,"P0000032943","A206",4.3125,1784,1990,0.00116522561469873,"Male","3701","1775","Elm"
"443631",547218,"P0000034711","A206",3.992188,1784,1990,0.00107867819508241,"Male","3701","1775","Elm"
"443839",547552,"P0000038403","A206",0.3125,1784,1990,8.44366387462848e-05,"Male","3701","1775","Elm"
"444047",547886,"P0000039129","A206",0.15625,1784,1990,4.22183193731424e-05,"Male","3701","1775","Elm"
"444255",548220,"P0000041420","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"444463",548554,"P0000041582","A206",0,1784,1990,0,"Male","3701","1775","Elm"
"444670",548887,"P0000014363","A205",0,1785,1990,0,"Male","3701","1785","Elm"
"444877",549221,"P0000025672","A205",7.78125,1785,1990,0.00210247230478249,"Male","3701","1785","Elm"
"445084",549555,"P0000025735","A205",0.1875,1785,1990,5.06619832477709e-05,"Male","3701","1785","Elm"
"445291",549889,"P0000025756","A205",1.71875,1785,1990,0.000464401513104566,"Male","3701","1785","Elm"
"445498",550223,"P0000029045","A205",0,1785,1990,0,"Male","3701","1785","Elm"
"445705",550557,"P0000029078","A205",0,1785,1990,0,"Male","3701","1785","Elm"
"445912",550891,"P0000029089","A205",0,1785,1990,0,"Male","3701","1785","Elm"
"446119",551225,"P0000029131","A205",0,1785,1990,0,"Male","3701","1785","Elm"
"446326",551559,"P0000031401","A205",0,1785,1990,0,"Male","3701","1785","Elm"
"446533",551893,"P0000031422","A205",1.742188,1785,1990,0.00047073439610916,"Male","3701","1785","Elm"
"446740",552227,"P0000031436","A205",1.359375,1785,1990,0.000367299378546339,"Male","3701","1785","Elm"
"446947",552561,"P0000032956","A205",0,1785,1990,0,"Male","3701","1785","Elm"
"447154",552895,"P0000032992","A205",1.375,1785,1990,0.000371521210483653,"Male","3701","1785","Elm"
"447361",553229,"P0000037849","A205",4.359375,1785,1990,0.00117789111051067,"Male","3701","1785","Elm"
"447568",553563,"P0000037856","A205",0,1785,1990,0,"Male","3701","1785","Elm"
"447775",553897,"P0000038404","A205",0.390625,1785,1990,0.000105545798432856,"Male","3701","1785","Elm"
"447982",554231,"P0000039969","A205",1.890625,1785,1990,0.000510841664415023,"Male","3701","1785","Elm"
"448188",554564,"P0000014292","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"448394",554898,"P0000014467","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"448600",555232,"P0000025646","A204",7.515625,1786,1990,0.00203070116184815,"Male","3701","1785","Elm"
"448806",555566,"P0000025706","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"449012",555900,"P0000025747","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"449218",556234,"P0000025757","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"449424",556568,"P0000025792","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"449630",556902,"P0000028462","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"449836",557236,"P0000028966","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"450042",557570,"P0000029057","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"450248",557904,"P0000033065","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"450454",558238,"P0000034712","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"450660",558572,"P0000037857","A204",6.078125,1786,1990,0.00164229262361524,"Male","3701","1785","Elm"
"450866",558906,"P0000037867","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"451072",559240,"P0000041022","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"451278",559574,"P0000041577","A204",0,1786,1990,0,"Male","3701","1785","Elm"
"451483",559907,"P0000014364","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"451688",560241,"P0000014377","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"451893",560575,"P0000014490","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"452098",560909,"P0000025609","A203",4.546875,1787,1990,0.00122855309375844,"Male","3701","1785","Elm"
"452303",561243,"P0000025659","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"452508",561577,"P0000025784","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"452713",561911,"P0000025798","A203",3.921875,1787,1990,0.00105967981626587,"Male","3701","1785","Elm"
"452918",562245,"P0000025806","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"453123",562579,"P0000028967","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"453328",562913,"P0000029090","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"453533",563247,"P0000029105","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"453738",563581,"P0000029122","A203",0.6875,1787,1990,0.000185760605241827,"Male","3701","1785","Elm"
"453943",563915,"P0000029133","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"454148",564249,"P0000031393","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"454353",564583,"P0000032944","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"454558",564917,"P0000032957","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"454763",565251,"P0000032993","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"454968",565585,"P0000033018","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"455173",565919,"P0000034696","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"455378",566253,"P0000034720","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"455583",566587,"P0000037845","A203",6.03125,1787,1990,0.0016296271278033,"Male","3701","1785","Elm"
"455788",566921,"P0000038398","A203",1.875,1787,1990,0.000506619832477709,"Male","3701","1785","Elm"
"455993",567255,"P0000039133","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"456198",567589,"P0000040744","A203",0,1787,1990,0,"Male","3701","1785","Elm"
"456402",567922,"P0000014496","A202",0.4375,1788,1990,0.000118211294244799,"Male","3701","1785","Elm"
"456606",568256,"P0000025660","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"456810",568590,"P0000025758","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"457014",568924,"P0000025799","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"457218",569258,"P0000025812","A202",5.585938,1788,1990,0.00150930505268846,"Male","3701","1785","Elm"
"457422",569592,"P0000028463","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"457626",569926,"P0000029058","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"457830",570260,"P0000029111","A202",0.421875,1788,1990,0.000113989462307484,"Male","3701","1785","Elm"
"458034",570594,"P0000031412","A202",0.390625,1788,1990,0.000105545798432856,"Male","3701","1785","Elm"
"458238",570928,"P0000031442","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"458442",571262,"P0000033025","A202",3.15625,1788,1990,0.000852810051337476,"Male","3701","1785","Elm"
"458646",571596,"P0000034697","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"458850",571930,"P0000034702","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"459054",572264,"P0000034713","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"459258",572598,"P0000037850","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"459462",572932,"P0000039970","A202",11.51562,1788,1990,0.00311148878681437,"Male","3701","1785","Elm"
"459666",573266,"P0000040745","A202",0,1788,1990,0,"Male","3701","1785","Elm"
"459869",573599,"P0000025673","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"460072",573933,"P0000025737","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"460275",574267,"P0000025759","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"460478",574601,"P0000029031","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"460681",574935,"P0000029059","A201",0.109375,1789,1990,2.95528235611997e-05,"Male","3701","1785","Elm"
"460884",575269,"P0000029095","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"461087",575603,"P0000029120","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"461290",575937,"P0000029126","A201",2.65625,1789,1990,0.000717711429343421,"Male","3701","1785","Elm"
"461493",576271,"P0000029135","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"461696",576605,"P0000031402","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"461899",576939,"P0000033004","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"462102",577273,"P0000033019","A201",0.125,1789,1990,3.37746554985139e-05,"Male","3701","1785","Elm"
"462305",577607,"P0000033034","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"462508",577941,"P0000036902","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"462711",578275,"P0000037851","A201",2.234375,1789,1990,0.000603721967035936,"Male","3701","1785","Elm"
"462914",578609,"P0000037859","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"463117",578943,"P0000038406","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"463320",579277,"P0000038411","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"463523",579611,"P0000041589","A201",0,1789,1990,0,"Male","3701","1785","Elm"
"463725",579944,"P0000014352","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"463927",580278,"P0000025708","A200",0.53125,1790,1990,0.000143542285868684,"Male","3701","1785","Elm"
"464129",580612,"P0000029134","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"464331",580946,"P0000031437","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"464533",581280,"P0000032945","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"464735",581614,"P0000032985","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"464937",581948,"P0000033026","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"465139",582282,"P0000033049","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"465341",582616,"P0000034699","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"465543",582950,"P0000034703","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"465745",583284,"P0000034721","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"465947",583618,"P0000034731","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"466149",583952,"P0000037860","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"466351",584286,"P0000039134","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"466553",584620,"P0000040746","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"466755",584954,"P0000041584","A200",0,1790,1990,0,"Male","3701","1785","Elm"
"466956",585287,"P0000014378","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"467157",585621,"P0000014456","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"467358",585955,"P0000014463","A199",6.046875,1791,1990,0.00163384895974061,"Male","3701","1785","Elm"
"467559",586289,"P0000014483","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"467760",586623,"P0000025661","A199",4.976562,1791,1990,0.00134465333693596,"Male","3701","1785","Elm"
"467961",586957,"P0000025682","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"468162",587291,"P0000025722","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"468363",587625,"P0000025760","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"468564",587959,"P0000025814","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"468765",588293,"P0000025829","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"468966",588627,"P0000028464","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"469167",588961,"P0000028970","A199",0,1791,1990,0,"Male","3701","1785","Elm"
"469368",589295,"P0000029112","A199",4.25,1791,1990,0.00114833828694947,"Male","3701","1785","Elm"
