IDp,lifespan,lrs,lrssa,ngo.kk,prop.lrs.non.migrators
P0000005646,0.437457279562543,0,0,0,1
P0000005647,73.285030758715,0,0,0,1
P0000005648,NA,NA,NA,NA,NA
P0000005649,66.1818181818182,18,5,24,1
P0000005650,0.237867395762133,0,0,0,1
P0000005651,66.6056049213944,0,0,0,1
P0000005652,70.9008885850991,0,0,0,1
P0000005653,82.2365003417635,1,0,0,1
P0000005653,82.2365003417635,1,0,0,1
P0000005653,82.2365003417635,1,0,0,1
P0000005653,82.2365003417635,1,0,0,1
P0000005655,71.5543403964457,3,1,12,1
P0000005656,69.6514012303486,11,8,17,1
P0000005657,NA,NA,NA,NA,NA
P0000005659,83.7238550922761,3,3,35975,1
P0000005660,NA,NA,NA,NA,NA
P0000005661,56.4347231715653,0,0,0,1
P0000005662,0.0136705399863295,0,0,0,1
P0000005663,0,0,0,0,1
P0000005664,NA,NA,NA,NA,NA
P0000005665,NA,NA,NA,NA,NA
P0000005666,1.33424470266576,0,0,0,1
P0000005668,37.4791524265208,0,0,0,1
P0000005669,NA,NA,NA,NA,NA
P0000005670,79.8523581681476,4,4,5,1
P0000005671,0.284347231715653,0,0,0,1
P0000005672,3.82228298017772,0,0,0,1
P0000005673,65.1127819548872,6,3,0,1
P0000005674,NA,NA,NA,NA,NA
P0000005675,NA,NA,NA,NA,NA
P0000005676,NA,NA,NA,NA,NA
P0000005677,NA,NA,NA,NA,NA
P0000005678,0.128503075871497,0,0,0,1
P0000005679,NA,NA,NA,NA,NA
P0000005680,48.5222146274778,0,0,0,1
P0000005681,59.0321257689679,3,3,2,1
P0000005682,0.133971291866029,0,0,0,1
P0000005683,1.2987012987013,0,0,0,1
P0000005684,17.6978810663021,0,0,0,1
P0000005685,1.79904306220096,0,0,0,1
P0000005686,0.431989063568011,0,0,0,1
P0000005687,94.8489405331511,0,0,0,1
P0000005688,75.9316473000683,0,0,0,1
P0000005689,72.2351332877649,0,0,0,1
P0000005690,100.144907723855,1,1,0,1
P0000005691,0.265208475734792,0,0,0,1
P0000005692,2.43882433356118,0,0,0,1
P0000005693,NA,NA,NA,NA,NA
P0000005694,NA,NA,NA,NA,NA
P0000005695,2.49897470950103,0,0,0,1
P0000005696,1.11825017088175,0,0,0,1
P0000005697,32.4155844155844,1,1,0,1
P0000005698,36.0956937799043,1,1,0,1
P0000005699,0.169514695830485,0,0,0,1
P0000005700,57.7634996582365,3,3,1,1
P0000005701,NA,NA,NA,NA,NA
P0000005702,0.385509227614491,0,0,0,1
P0000005703,0.25974025974026,0,0,0,1
P0000005704,53.0307587149692,2,2,0,1
P0000005705,NA,NA,NA,NA,NA
P0000005706,85.161995898838,6,5,3,1
P0000005707,NA,NA,NA,NA,NA
P0000005708,0,0,0,0,1
P0000005709,-0.00546821599453178,0,0,0,1
P0000005710,2.07518796992481,0,0,0,1
P0000005711,78.9665071770335,4,3,2,1
P0000005712,68.6124401913876,2,2,0,1
P0000005713,76.6725905673274,3,3,8,1
P0000005714,0.164046479835954,0,0,0,1
P0000005715,0.0273410799726589,0,0,0,1
P0000005716,NA,NA,NA,NA,NA
P0000005717,82.2365003417635,1,1,0,1
P0000005718,0.514012303485988,0,0,0,1
P0000005719,49.717019822283,0,0,0,1
P0000005720,25.3752563226247,0,0,0,1
P0000005721,0,0,0,0,1
P0000005722,8.92139439507861,0,0,0,1
P0000005723,64.3691045796309,0,0,0,1
P0000005724,0.771018455228981,0,0,0,1
P0000005725,16.514012303486,0,0,0,1
P0000005726,7.10321257689679,0,0,0,1
P0000005727,NA,NA,NA,NA,NA
P0000005728,NA,NA,NA,NA,NA
P0000005728,NA,NA,NA,NA,NA
P0000005728,NA,NA,NA,NA,NA
P0000005728,NA,NA,NA,NA,NA
P0000005728,NA,NA,NA,NA,NA
P0000005728,NA,NA,NA,NA,NA
P0000005728,NA,NA,NA,NA,NA
P0000005728,NA,NA,NA,NA,NA
P0000005728,NA,NA,NA,NA,NA
P0000005731,62.7805878332194,0,0,0,1
P0000005732,3.44224196855776,0,0,0,1
P0000005733,0,0,0,0,1
P0000005734,0,0,0,0,1
P0000005735,22.7204374572796,0,0,0,1
P0000005736,44.431989063568,2,2,5,1
P0000005737,NA,NA,NA,NA,NA
P0000005738,73.717019822283,7,5,0,1
P0000005739,0.0191387559808612,0,0,0,1
P0000005740,79.2262474367737,3,3,0,1
P0000005741,NA,NA,NA,NA,NA
P0000005742,NA,NA,NA,NA,NA
P0000005743,3.08407382091593,0,0,0,1
P0000005744,NA,NA,NA,NA,NA
P0000005746,93.8591934381408,0,0,0,1
P0000005747,54.9336978810663,2,2,0,1
P0000005749,78.2693096377307,1,1,2,1
P0000005750,NA,NA,NA,NA,NA
P0000005751,NA,NA,NA,NA,NA
P0000005752,97.8045112781955,1,1,0,1
P0000005753,39.3766233766234,1,1,0,1
P0000005754,76.5823650034176,0,0,0,1
P0000005759,85.4326725905673,8,6,5,1
P0000005760,60.082023239918,1,1,2,1
P0000005761,89.8345864661654,1,1,3,1
P0000005762,0.374572795625427,0,0,0,1
P0000005763,78.488038277512,3,3,10,1
P0000005764,18.1298701298701,0,0,0,1
P0000005765,NA,NA,NA,NA,NA
P0000005766,NA,NA,NA,NA,NA
P0000005767,60.2269309637731,0,0,0,1
P0000005771,61.6896787423103,4,4,5,1
P0000005772,24.0328092959672,1,1,0,1
P0000005773,81.9111414900889,0,0,0,1
P0000005774,67.8961038961039,5,5,5,1
P0000005775,21.2987012987013,0,0,0,1
P0000005776,56.2843472317156,7,6,19,1
P0000005777,38.5727956254272,3,2,3,1
P0000005778,24.4155844155844,4,3,7,1
P0000005779,63.3711551606288,7,6,10,1
P0000005780,0.00546821599453178,0,0,0,1
P0000005781,47.8222829801777,8,5,25,1
P0000005782,29.7826384142174,0,0,0,1
P0000005783,64.4128503075871,4,1,7,1
P0000005784,68.7382091592618,7,2,6,1
P0000005785,78.1326042378674,7,2,6,1
P0000005786,9.94668489405331,0,0,0,1
P0000005787,6.26657552973342,0,0,0,1
P0000005788,3.87696514012304,0,0,0,1
P0000005789,NA,NA,NA,NA,NA
P0000005790,0.218728639781271,0,0,0,1
P0000005791,60.3554340396446,6,2,2,1
P0000005792,4.37730690362269,0,0,0,1
P0000005793,39.1196172248804,4,3,0,1
P0000005794,63.9726589200273,8,3,0,1
P0000005795,NA,NA,NA,NA,NA
P0000005796,81.3096377306904,1,1,2,1
P0000005799,66.9446343130554,2,2,5,1
P0000005800,NA,NA,NA,NA,NA
P0000005801,65.2057416267943,1,1,0,1
P0000005802,NA,NA,NA,NA,NA
P0000005803,15.4149008885851,0,0,0,1
P0000005804,0.467532467532468,0,0,0,1
P0000005805,NA,NA,NA,NA,NA
P0000005805,NA,NA,NA,NA,NA
P0000005805,NA,NA,NA,NA,NA
P0000005805,NA,NA,NA,NA,NA
P0000005807,0.169514695830485,0,0,0,1
P0000005808,NA,NA,NA,NA,NA
P0000005809,1.12918660287081,0,0,0,1
P0000005810,2.57552973342447,0,0,0,1
P0000005811,NA,NA,NA,NA,NA
P0000005812,46.7368421052632,2,1,0,1
P0000005813,NA,NA,NA,NA,NA
P0000005814,0.486671223513329,0,0,0,1
P0000005815,76.8092959671907,0,0,0,1
P0000005816,69.3643198906357,8,6,16,1
P0000005817,36.1995898838004,1,0,0,1
P0000005818,39.4777853725222,9,6,32,1
P0000005819,35.4832535885167,0,0,0,1
P0000005820,9.07177033492823,0,0,0,1
P0000005821,9.4025974025974,0,0,0,1
P0000005822,67.8140806561859,7,5,4,1
P0000005823,1.05263157894737,0,0,0,1
P0000005824,25.1838687628161,0,0,0,1
P0000005825,88.2323991797676,2,2,2,1
P0000005826,22.4497607655502,1,0,0,1
P0000005827,71.7265892002734,1,1,0,1
P0000005828,78.4552289815448,8,7,17,1
P0000005829,73.6978810663021,2,2,2,1
P0000005830,84.0546821599453,4,3,2,1
P0000005831,51.1223513328776,8,5,8,1
P0000005832,72.4210526315789,0,0,0,1
P0000005833,52.1503759398496,6,3,0,1
P0000005834,79.9863294600137,0,0,0,1
P0000005835,0.716336295283664,0,0,0,1
P0000005836,34.447026657553,0,0,0,1
P0000005837,0.00273410799726589,0,0,0,1
P0000005838,2.05331510594669,0,0,0,1
P0000005839,0,0,0,0,1
P0000005840,39.3547505126452,2,1,0,1
P0000005841,NA,NA,NA,NA,NA
P0000005842,NA,NA,NA,NA,NA
P0000005843,67.5488721804511,2,2,0,1
P0000005844,44.3308270676692,7,4,15,1
P0000005845,62.6028708133971,5,4,5,1
P0000005846,NA,NA,NA,NA,NA
P0000005847,89.5311004784689,1,1,0,1
P0000005848,80.9624060150376,5,5,8,1
P0000005849,1.71701982228298,0,0,0,1
P0000005850,0.615174299384826,0,0,0,1
P0000005851,1.03896103896104,0,0,0,1
P0000005852,NA,NA,NA,NA,NA
P0000005853,38.9036226930964,0,0,0,1
P0000005854,93.3342447026657,0,0,0,1
P0000005855,70.0013670539986,0,0,0,1
P0000005856,44.5768967874231,5,3,0,1
P0000005857,0.0464798359535202,0,0,0,1
P0000005858,49.8045112781955,0,0,0,1
P0000005859,21.3233082706767,1,0,0,1
P0000005860,NA,NA,NA,NA,NA
P0000005861,70.622009569378,0,0,0,1
P0000005861,70.622009569378,0,0,0,1
P0000005862,78.8926862611073,2,2,0,1
P0000005864,59.7238550922761,7,3,0,1
P0000005865,0.139439507860561,0,0,0,1
P0000005866,NA,NA,NA,NA,NA
P0000005867,84.3964456596035,0,0,0,1
P0000005868,NA,NA,NA,NA,NA
P0000005869,2.44702665755297,0,0,0,1
P0000005870,NA,NA,NA,NA,NA
P0000005871,0.0656185919343814,0,0,0,1
P0000005872,71.609022556391,0,0,0,1
P0000005873,4.31168831168831,0,0,0,1
P0000005874,73.984962406015,5,3,0,1
P0000005875,25.8154477101846,0,0,0,1
P0000005876,0.683526999316473,0,0,0,1
P0000005877,63.1934381408066,0,0,0,1
P0000005878,13.2932330827068,0,0,0,1
P0000005879,24.8393711551606,0,0,0,1
P0000005880,NA,NA,NA,NA,NA
P0000005881,NA,NA,NA,NA,NA
P0000005882,NA,NA,NA,NA,NA
P0000005884,NA,NA,NA,NA,NA
P0000005885,NA,NA,NA,NA,NA
P0000005886,46.416951469583,5,4,19,1
P0000005887,53.6459330143541,14,7,6,1
P0000005888,NA,NA,NA,NA,NA
P0000005889,55.8961038961039,11,7,16,1
P0000005890,0.267942583732057,0,0,0,1
P0000005891,75.3766233766234,5,2,0,1
P0000005892,73.4490772385509,5,1,0,1
P0000005892,73.4490772385509,5,1,0,1
P0000005894,65.6240601503759,13,7,11,1
P0000005895,3.11141490088859,0,0,0,1
P0000005896,0.926862611073137,0,0,0,1
P0000005897,2.39234449760766,0,0,0,1
P0000005898,0.215994531784005,0,0,0,1
P0000005899,81.6240601503759,6,5,3,1
P0000005900,57.7033492822966,2,2,14,1
P0000005901,0.0410116199589884,0,0,0,1
P0000005902,80.0792891319207,7,5,4,1
P0000005903,34.457963089542,2,2,12,1
P0000005904,NA,NA,NA,NA,NA
P0000005907,NA,NA,NA,NA,NA
P0000005908,54.6056049213944,4,2,5,1
P0000005909,NA,NA,NA,NA,NA
P0000005910,2.26110731373889,0,0,0,1
P0000005911,NA,NA,NA,NA,NA
P0000005912,51.9097744360902,9,5,1,1
P0000005913,60.1503759398496,5,4,0,1
P0000005914,73.4873547505127,11,9,30,1
P0000005915,24.6753246753247,2,2,5,1
P0000005916,NA,NA,NA,NA,NA
P0000005917,51.7949419002051,14,9,24,1
P0000005918,NA,NA,NA,NA,NA
P0000005919,9.85645933014354,0,0,0,1
P0000005920,64.4647983595352,6,4,13,1
P0000005921,83.1168831168831,13,10,35,1
P0000005922,0.913192071086808,0,0,0,1
P0000005923,32.9295967190704,6,4,0,1
P0000005924,47.609022556391,8,7,28,1
P0000005925,72.6753246753247,3,1,0,1
P0000005927,48.73000683527,6,6,11,1
P0000005928,2.62474367737526,0,0,0,1
P0000005929,51.5461380724539,0,0,0,1
P0000005930,67.2235133287765,8,6,17,1
P0000005931,6.77785372522215,0,0,0,1
P0000005932,0.497607655502392,0,0,0,1
P0000005933,87.1114149008886,11,8,17,1
P0000005934,84.0218728639781,9,6,0,1
P0000005935,76.6753246753247,6,5,19,1
P0000005936,82.2501708817498,10,4,5,1
P0000005937,71.3492822966507,5,4,10,1
P0000005938,NA,NA,NA,NA,NA
P0000005939,58.4606971975393,12,9,3,1
P0000005940,68.0273410799727,0,0,0,1
P0000005941,77.5885167464115,0,0,0,1
P0000005942,5.03896103896104,0,0,0,1
P0000005943,53.933014354067,3,1,0,1
P0000005944,19.7211209842789,0,0,0,1
P0000005945,34.1216678058783,3,2,9,1
P0000005946,82.7887901572112,5,5,6,1
P0000005947,61.4873547505126,4,4,5,1
P0000005948,NA,NA,NA,NA,NA
P0000005949,0.0109364319890636,0,0,0,1
P0000005950,0.0382775119617225,0,0,0,1
P0000005951,71.1852358168148,0,0,0,1
P0000005952,62.406015037594,6,3,3,1
P0000005953,52.1886534518113,5,3,20,1
P0000005954,19.0868079289132,0,0,0,1
P0000005955,68.1667805878332,3,3,0,1
P0000005956,60.0300751879699,6,6,26,1
P0000005957,4.64524948735475,0,0,0,1
P0000005958,1.9002050580998,0,0,0,1
P0000005959,71.1715652768284,3,3,6,1
P0000005960,50.1872863978127,4,3,10,1
P0000005961,79.6555023923445,4,2,3,1
P0000005962,72.9186602870813,6,5,16,1
P0000005963,44.4620642515379,10,3,3,1
P0000005964,54.3786739576213,5,3,6,1
P0000005965,4.43472317156528,0,0,0,1
P0000005966,0.967874231032126,0,0,0,1
P0000005967,22.92002734108,0,0,0,1
P0000005968,2.20642515379358,0,0,0,1
P0000005969,0.196855775803144,0,0,0,1
P0000005970,60.3226247436774,3,2,0,1
P0000005971,47.5625427204375,1,0,0,1
P0000005971,47.5625427204375,1,0,0,1
P0000005971,47.5625427204375,1,0,0,1
P0000005971,47.5625427204375,1,0,0,1
P0000005972,0.609706083390294,0,0,0,1
P0000005973,0.896787423103212,0,0,0,1
P0000005974,7.77306903622693,0,0,0,1
P0000005975,57.4736842105263,6,5,8,1
P0000005977,78.2911825017088,0,0,0,1
P0000005978,72.2241968557758,0,0,0,1
P0000005979,74.5591250854409,0,0,0,1
P0000005980,66.0341763499658,0,0,0,1
P0000005981,1.26042378673958,0,0,0,1
P0000005982,73.0936431989064,3,3,2,1
P0000005983,NA,NA,NA,NA,NA
P0000005984,0.0191387559808612,0,0,0,1
P0000005985,0.421052631578947,0,0,0,1
P0000005986,28.8503075871497,2,0,0,1
P0000005988,NA,NA,NA,NA,NA
P0000005991,7.26452494873547,0,0,0,1
P0000005992,54.5618591934381,9,5,12,1
P0000005993,NA,NA,NA,NA,NA
P0000005994,39.701982228298,5,3,0,1
P0000005995,56.3691045796309,4,1,7,1
P0000005996,68.2105263157895,7,5,5,1
P0000005997,51.0649350649351,0,0,0,1
P0000005998,45.8181818181818,9,8,7,1
P0000005999,7.20984278879016,0,0,0,1
P0000006000,0.844839371155161,0,0,0,1
P0000006001,0.473000683526999,0,0,0,1
P0000006002,0,0,0,0,1
P0000006003,NA,NA,NA,NA,NA
P0000006004,0.549555707450444,0,0,0,1
P0000006005,0.549555707450444,0,0,0,1
P0000006006,81.8892686261107,4,2,6,1
P0000006007,65.9521531100478,10,8,15,1
P0000006008,NA,NA,NA,NA,NA
P0000006009,38.3103212576897,7,7,5,1
P0000006010,68.4292549555707,2,2,0,1
P0000006011,NA,NA,NA,NA,NA
P0000006012,60.8776486671224,5,5,15,1
P0000006014,51.3082706766917,0,0,0,1
P0000006015,36.3882433356118,1,0,0,1
P0000006015,36.3882433356118,1,0,0,1
P0000006015,36.3882433356118,1,0,0,1
P0000006015,36.3882433356118,1,0,0,1
P0000006016,71.1825017088175,2,2,0,1
P0000006018,NA,NA,NA,NA,NA
P0000006019,35.9425837320574,0,0,0,1
P0000006020,79.485987696514,1,0,0,1
P0000006021,75.5379357484621,6,6,14,1
P0000006022,44.6261107313739,0,0,0,1
P0000006023,36.8010936431989,4,1,0,1
P0000006024,45.6295283663705,0,0,0,1
P0000006025,25.2112098427888,1,1,0,1
P0000006026,0.117566643882433,0,0,0,1
P0000006027,0.325358851674641,0,0,0,1
P0000006028,0.281613123718387,0,0,0,1
P0000006029,0.336295283663705,0,0,0,1
P0000006030,61.5912508544088,10,6,15,1
P0000006031,1.14285714285714,0,0,0,1
P0000006032,72.5003417634997,12,5,12,1
P0000006034,0.15311004784689,0,0,0,1
P0000006035,20.8721804511278,0,0,0,1
P0000006036,80.4210526315789,5,5,11,1
P0000006037,55.7812713602187,0,0,0,1
P0000006038,52.3937115516063,6,2,0,1
P0000006039,30.5591250854409,5,3,6,1
P0000006040,60.0082023239918,3,3,0,1
P0000006041,35.6418318523582,0,0,0,1
P0000006042,43.8332194121668,8,7,34,1
P0000006043,58.2392344497608,7,7,4,1
P0000006044,1.09637730690362,0,0,0,1
P0000006045,NA,NA,NA,NA,NA
P0000006046,68.5768967874231,8,5,10,1
P0000006047,89.892002734108,12,7,22,1
P0000006048,41.3178400546822,7,3,16,1
P0000006049,NA,NA,NA,NA,NA
P0000006049,NA,NA,NA,NA,NA
P0000006049,NA,NA,NA,NA,NA
P0000006049,NA,NA,NA,NA,NA
P0000006051,83.7156527682843,0,0,0,1
P0000006052,49.8427887901572,5,4,0,1
P0000006053,21.5311004784689,0,0,0,1
P0000006054,0.721804511278196,0,0,0,1
P0000006055,25.1674641148325,0,0,0,1
P0000006056,57.7361585782638,0,0,0,1
P0000006057,59.2043745727956,0,0,0,1
P0000006058,NA,NA,NA,NA,NA
P0000006059,84.9924812030075,0,0,0,1
P0000006060,72.7983595352016,13,11,39,1
P0000006061,17.244019138756,0,0,0,1
P0000006062,62.7778537252222,4,4,3,1
P0000006063,0.109364319890636,0,0,0,1
P0000006064,0.196855775803144,0,0,0,1
P0000006065,0.0273410799726589,0,0,0,1
P0000006066,NA,NA,NA,NA,NA
P0000006067,37.3178400546822,4,2,0,1
P0000006068,65.1784005468216,6,6,17,1
P0000006069,57.6213260423787,6,4,12,1
P0000006070,0.380041011619959,0,0,0,1
P0000006072,56.5495557074504,4,4,5,1
P0000006073,71.8988380041012,0,0,0,1
P0000006074,77.1155160628845,2,2,0,1
P0000006075,NA,NA,NA,NA,NA
P0000006076,69.7060833902939,0,0,0,1
P0000006077,0,0,0,0,1
P0000006078,0,0,0,0,1
P0000006079,55.7676008202324,11,8,16,1
P0000006079,55.7676008202324,11,8,16,1
P0000006079,55.7676008202324,11,8,16,1
P0000006079,55.7676008202324,11,8,16,1
P0000006081,NA,NA,NA,NA,NA
P0000006082,4.16951469583049,0,0,0,1
P0000006083,0.0191387559808612,0,0,0,1
P0000006084,2.365003417635,0,0,0,1
P0000006085,0,0,0,0,1
P0000006086,8.90225563909775,0,0,0,1
P0000006087,67.9043062200957,3,3,17,1
P0000006088,76.8612440191388,6,6,0,1
P0000006089,57.1018455228982,8,5,16,1
P0000006090,0.120300751879699,0,0,0,1
P0000006091,69.8427887901572,4,1,0,1
P0000006092,4.19958988380041,0,0,0,1
P0000006093,56.3253588516746,7,2,0,1
P0000006093,56.3253588516746,7,2,0,1
P0000006093,56.3253588516746,7,2,0,1
P0000006093,56.3253588516746,7,2,0,1
P0000006095,24.1093643198906,0,0,0,1
P0000006096,52.9733424470267,3,1,7,1
P0000006097,0.760082023239918,0,0,0,1
P0000006098,50.580997949419,9,5,5,1
P0000006099,58.5181134654819,2,0,0,1
P0000006100,64.7491455912509,0,0,0,1
P0000006101,0.174982911825017,0,0,0,1
P0000006102,6.0123034859877,0,0,0,1
P0000006103,3.98632946001367,0,0,0,1
P0000006104,0.440191387559809,0,0,0,1
P0000006105,0.0984278879015721,0,0,0,1
P0000006106,0.311688311688312,0,0,0,1
P0000006107,65.1674641148325,6,1,0,1
P0000006108,0,0,0,0,1
P0000006109,NA,NA,NA,NA,NA
P0000006110,0.0464798359535202,0,0,0,1
P0000006111,0.0191387559808612,0,0,0,1
P0000006112,1.27409432672591,0,0,0,1
P0000006113,0.224196855775803,0,0,0,1
P0000006114,80.6835269993165,7,5,8,1
P0000006115,74.365003417635,5,3,0,1
P0000006116,0.25974025974026,0,0,0,1
P0000006117,0.0792891319207109,0,0,0,1
P0000006118,62.6056049213944,2,2,8,1
P0000006119,2.7177033492823,0,0,0,1
P0000006120,0,0,0,0,1
P0000006121,64.6425153793575,5,3,0,1
P0000006122,85.2768284347232,5,4,11,1
P0000006123,NA,NA,NA,NA,NA
P0000006124,53.7634996582365,6,2,0,1
P0000006125,0.205058099794942,0,0,0,1
P0000006126,6.52904989747095,0,0,0,1
P0000006127,76.2898154477102,2,1,1,1
P0000006127,NA,NA,NA,NA,NA
P0000006127,76.2898154477102,2,1,1,1
P0000006127,NA,NA,NA,NA,NA
P0000006127,76.2898154477102,2,1,1,1
P0000006127,NA,NA,NA,NA,NA
P0000006127,76.2898154477102,2,1,1,1
P0000006127,76.2898154477102,2,1,1,1
P0000006127,76.2898154477102,2,1,1,1
P0000006130,64.1667805878332,11,6,12,1
P0000006131,27.3383458646617,0,0,0,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006132,63.6418318523582,7,6,51,1
P0000006135,62.2118933697881,4,3,5,1
P0000006136,0.645249487354751,0,0,0,1
P0000006137,0.708133971291866,0,0,0,1
P0000006138,40.8967874231032,9,4,4,1
P0000006139,88.7464114832536,3,2,0,1
P0000006140,51.8168147641832,3,1,3,1
P0000006141,0.978810663021189,0,0,0,1
P0000006142,31.3328776486671,1,0,0,1
P0000006143,NA,NA,NA,NA,NA
P0000006144,0.224196855775803,0,0,0,1
P0000006145,0,0,0,0,1
P0000006146,NA,NA,NA,NA,NA
P0000006147,13.8455228981545,0,0,0,1
P0000006148,0.563226247436774,0,0,0,1
P0000006149,11.2043745727956,0,0,0,1
P0000006150,21.3916609706083,1,1,0,1
P0000006152,26.4251537935748,1,0,0,1
P0000006153,63.2508544087491,8,6,17,1
P0000006154,40.0601503759399,6,5,4,1
P0000006155,41.2795625427204,3,2,0,1
P0000006156,NA,NA,NA,NA,NA
P0000006157,59.4750512645249,10,7,20,1
P0000006158,81.8783321941217,9,6,12,1
P0000006159,75.1114149008886,5,4,6,1
P0000006160,35.1633629528366,3,3,4,1
P0000006161,67.0922761449077,9,7,0,1
P0000006162,45.3889268626111,0,0,0,1
P0000006163,75.1332877648667,7,4,5,1
P0000006164,NA,NA,NA,NA,NA
P0000006165,36.1148325358852,0,0,0,1
P0000006166,68.1777170198223,12,9,27,1
P0000006167,65.7908407382092,12,9,27,1
P0000006168,NA,NA,NA,NA,NA
P0000006169,NA,NA,NA,NA,NA
P0000006170,NA,NA,NA,NA,NA
P0000006171,54.4196855775803,6,6,0,1
P0000006172,1.0498974709501,0,0,0,1
P0000006173,0.0382775119617225,0,0,0,1
P0000006174,68.4538619275461,13,5,14,1
P0000006175,25.9658236500342,0,0,0,1
P0000006176,69.5365686944634,0,0,0,1
P0000006176,69.5365686944634,0,0,0,1
P0000006176,69.5365686944634,0,0,0,1
P0000006176,69.5365686944634,0,0,0,1
P0000006178,0.410116199589884,0,0,0,1
P0000006179,97.4791524265209,8,6,12,1
P0000006181,24.4757347915243,1,1,2,1
P0000006193,NA,NA,NA,NA,NA
P0000006194,0.194121667805878,0,0,0,1
P0000006195,71.5598086124402,9,4,21,1
P0000006196,NA,NA,NA,NA,NA
P0000006196,NA,NA,NA,NA,NA
P0000006196,45.3151059466849,1,0,0,1
P0000006196,45.3151059466849,1,0,0,1
P0000006198,0.473000683526999,0,0,0,1
P0000006199,67.4996582365003,12,8,11,1
P0000006200,1.10457963089542,0,0,0,1
P0000006201,54.6985645933014,3,2,0,1
P0000006202,71.0567327409433,9,9,5,1
P0000006203,0.139439507860561,0,0,0,1
P0000006204,0.801093643198906,0,0,0,1
P0000006205,0.0109364319890636,0,0,0,1
P0000006206,55.6828434723172,4,4,11,1
P0000006207,72.4183185235817,11,9,9,1
P0000006208,66.6657552973342,1,1,0,1
P0000006209,NA,NA,NA,NA,NA
P0000006210,53.3151059466849,1,1,0,1
P0000006211,33.3971291866029,6,1,11,1
P0000006212,0.051948051948052,0,0,0,1
P0000006213,75.0840738209159,7,5,3,1
P0000006214,0,0,0,0,1
P0000006215,9.21394395078606,0,0,0,1
P0000006216,67.2262474367737,7,2,7,1
P0000006217,6.88995215311005,0,0,0,1
P0000006218,57.5146958304853,10,5,3,1
P0000006219,2.57006151742994,0,0,0,1
P0000006220,0.00273410799726589,0,0,0,1
P0000006222,31.876965140123,2,2,5,1
P0000006223,NA,NA,NA,NA,NA
P0000006224,16.3007518796992,0,0,0,1
P0000006225,0.051948051948052,0,0,0,1
P0000006226,0.243335611756664,0,0,0,1
P0000006227,29.7881066302119,0,0,0,1
P0000006228,0.724538619275461,0,0,0,1
P0000006229,57.3151059466849,7,5,0,1
P0000006230,-0.0273410799726589,0,0,0,1
P0000006231,48.0519480519481,5,2,0,1
P0000006232,7.23718386876282,0,0,0,1
P0000006234,68.2323991797676,9,8,25,1
P0000006235,75.4012303485988,13,11,39,1
P0000006236,92.2788790157211,10,7,21,1
P0000006237,NA,NA,NA,NA,NA
P0000006238,53.3397129186603,5,4,8,1
P0000006239,58.8024606971975,3,1,0,1
P0000006240,1.59671907040328,0,0,0,1
P0000006241,49.892002734108,10,6,5,1
P0000006241,49.892002734108,10,6,5,1
P0000006241,49.892002734108,10,6,5,1
P0000006241,49.892002734108,10,6,5,1
P0000006243,55.7648667122351,8,5,4,1
P0000006244,54.0724538619275,2,0,0,1
P0000006245,31.0649350649351,8,0,0,1
P0000006246,72.637047163363,5,3,0,1
P0000006247,14.7286397812714,0,0,0,1
P0000006248,0,0,0,0,1
P0000006249,0.00546821599453178,0,0,0,1
P0000006250,0.00273410799726589,0,0,0,1
P0000006251,0,0,0,0,1
P0000006252,7.04853041695147,0,0,0,1
P0000006253,0.0492139439507861,0,0,0,1
P0000006254,0.25974025974026,0,0,0,1
P0000006255,0.0902255639097744,0,0,0,1
P0000006256,0.0820232399179768,0,0,0,1
P0000006258,55.4504442925496,7,5,12,1
P0000006259,35.8468899521531,1,0,0,1
P0000006260,55.5242652084757,8,5,8,1
P0000006261,59.7238550922761,13,2,0,1
P0000006262,0.339029391660971,0,0,0,1
P0000006263,70.2939166097061,10,7,21,1
