IDp,lifespan,lrs,lrssa,ngo.kk,prop.lrs.non.migrators
P0000000038,4.31442241968558,0,0,0,1
P0000000039,NA,NA,NA,NA,NA
P0000000040,NA,NA,NA,NA,NA
P0000000041,NA,NA,NA,NA,NA
P0000000042,NA,NA,NA,NA,NA
P0000000043,NA,NA,NA,NA,NA
P0000000044,NA,NA,NA,NA,NA
P0000000045,0.10663021189337,0,0,0,1
P0000000046,NA,NA,NA,NA,NA
P0000000047,NA,NA,NA,NA,NA
P0000000048,NA,NA,NA,NA,NA
P0000000049,NA,NA,NA,NA,NA
P0000000050,NA,NA,NA,NA,NA
P0000000051,NA,NA,NA,NA,NA
P0000000052,NA,NA,NA,NA,NA
P0000000053,NA,NA,NA,NA,NA
P0000000054,NA,NA,NA,NA,NA
P0000000055,NA,NA,NA,NA,NA
P0000000056,NA,NA,NA,NA,NA
P0000000057,NA,NA,NA,NA,NA
P0000000058,NA,NA,NA,NA,NA
P0000000058,NA,NA,NA,NA,NA
P0000000058,NA,NA,NA,NA,NA
P0000000058,NA,NA,NA,NA,NA
P0000000059,49.6185919343814,11,11,NA,1
P0000000060,24.0874914559125,2,2,NA,1
P0000000061,79.8168147641832,9,9,NA,1
P0000000062,NA,NA,NA,NA,NA
P0000000063,NA,NA,NA,NA,NA
P0000000064,81.7252221462748,0,0,0,1
P0000000065,NA,NA,NA,NA,NA
P0000000066,NA,NA,NA,NA,NA
P0000000067,NA,NA,NA,NA,NA
P0000000068,NA,NA,NA,NA,NA
P0000000069,47.7265892002734,3,3,0,1
P0000000070,NA,NA,NA,NA,NA
P0000000071,83.8140806561859,2,2,0,1
P0000000072,43.4613807245386,4,3,NA,1
P0000000073,NA,NA,NA,NA,NA
P0000000074,NA,NA,NA,NA,NA
P0000000075,NA,NA,NA,NA,NA
P0000000076,0.806561859193438,0,0,0,1
P0000000078,NA,NA,NA,NA,NA
P0000000079,NA,NA,NA,NA,NA
P0000000080,NA,NA,NA,NA,NA
P0000000081,66.7341079972659,9,7,NA,1
P0000000082,36.596035543404,9,7,NA,1
P0000000083,NA,NA,NA,NA,NA
P0000000085,NA,NA,NA,NA,NA
P0000000086,NA,NA,NA,NA,NA
P0000000087,NA,NA,NA,NA,NA
P0000000088,1.57758031442242,0,0,0,1
P0000000089,0.101161995898838,0,0,0,1
P0000000090,NA,NA,NA,NA,NA
P0000000091,NA,NA,NA,NA,NA
P0000000092,82.2802460697198,0,0,0,1
P0000000094,86.2474367737526,3,3,0,1
P0000000094,86.2474367737526,3,3,0,1
P0000000094,86.2474367737526,3,3,0,1
P0000000094,86.2474367737526,3,3,0,1
P0000000096,NA,NA,NA,NA,NA
P0000000097,NA,NA,NA,NA,NA
P0000000098,NA,NA,NA,NA,NA
P0000000099,NA,NA,NA,NA,NA
P0000000100,NA,NA,NA,NA,NA
P0000000101,NA,NA,NA,NA,NA
P0000000102,NA,NA,NA,NA,NA
P0000000103,NA,NA,NA,NA,NA
P0000000104,NA,NA,NA,NA,NA
P0000000105,NA,NA,NA,NA,NA
P0000000106,NA,NA,NA,NA,NA
P0000000107,32.7136021872864,2,0,0,1
P0000000108,0,0,0,0,1
P0000000109,0.00273410799726589,0,0,0,1
P0000000110,65.0663021189337,4,4,0,1
P0000000111,NA,NA,NA,NA,NA
P0000000112,NA,NA,NA,NA,NA
P0000000113,NA,NA,NA,NA,NA
P0000000114,NA,NA,NA,NA,NA
P0000000115,NA,NA,NA,NA,NA
P0000000116,62.0615174299385,13,10,2,1
P0000000117,20.3991797676008,0,0,0,1
P0000000118,40.2816131237184,7,4,0,1
P0000000119,70.488038277512,6,6,2,1
P0000000120,NA,NA,NA,NA,NA
P0000000121,40.5304169514696,0,0,0,1
P0000000122,45.0034176349966,0,0,0,1
P0000000123,0.642515379357485,0,0,0,1
P0000000124,NA,NA,NA,NA,NA
P0000000125,0.404647983595352,0,0,0,1
P0000000126,0,0,0,0,1
P0000000127,42.231032125769,0,0,0,1
P0000000128,NA,NA,NA,NA,NA
P0000000129,NA,NA,NA,NA,NA
P0000000130,NA,NA,NA,NA,NA
P0000000131,NA,NA,NA,NA,NA
P0000000132,NA,NA,NA,NA,NA
P0000000133,NA,NA,NA,NA,NA
P0000000134,NA,NA,NA,NA,NA
P0000000135,NA,NA,NA,NA,NA
P0000000136,NA,NA,NA,NA,NA
P0000000137,NA,NA,NA,NA,NA
P0000000138,NA,NA,NA,NA,NA
P0000000139,79.1578947368421,6,4,0,1
P0000000140,NA,NA,NA,NA,NA
P0000000141,NA,NA,NA,NA,NA
P0000000142,0.426520847573479,0,0,0,1
P0000000143,NA,NA,NA,NA,NA
P0000000144,NA,NA,NA,NA,NA
P0000000145,2.4606971975393,0,0,0,1
P0000000146,NA,NA,NA,NA,NA
P0000000147,NA,NA,NA,NA,NA
P0000000148,NA,NA,NA,NA,NA
P0000000148,NA,NA,NA,NA,NA
P0000000149,23.2863978127136,0,0,0,1
P0000000150,70.6766917293233,7,4,0,1
P0000000151,62.0369104579631,7,4,0,1
P0000000152,32.9678742310321,0,0,0,1
P0000000153,69.2604237867396,0,0,0,1
P0000000154,48.4702665755297,0,0,0,1
P0000000155,27.6144907723855,0,0,0,1
P0000000156,21.1237183868763,0,0,0,1
P0000000157,0.248803827751196,0,0,0,1
P0000000158,17.6869446343131,0,0,0,1
P0000000159,NA,NA,NA,NA,NA
P0000000160,NA,NA,NA,NA,NA
P0000000161,NA,NA,NA,NA,NA
P0000000162,63.4750512645249,1,1,1,1
P0000000163,69.2467532467532,1,1,1,1
P0000000164,41.4955570745044,1,1,0,1
P0000000165,NA,NA,NA,NA,NA
P0000000166,25.9576213260424,0,0,0,1
P0000000167,NA,NA,NA,NA,NA
P0000000168,NA,NA,NA,NA,NA
P0000000169,69.7334244702666,8,6,0,1
P0000000170,38.9993164730007,8,6,0,1
P0000000172,NA,NA,NA,NA,NA
P0000000173,0.112098427887902,0,0,0,1
P0000000174,NA,NA,NA,NA,NA
P0000000175,NA,NA,NA,NA,NA
P0000000176,62.9227614490772,0,0,0,1
P0000000177,NA,NA,NA,NA,NA
P0000000178,0.267942583732057,0,0,0,1
P0000000179,NA,NA,NA,NA,NA
P0000000180,62.3568010936432,6,5,0,1
P0000000181,NA,NA,NA,NA,NA
P0000000182,NA,NA,NA,NA,NA
P0000000183,NA,NA,NA,NA,NA
P0000000184,0.855775803144224,0,0,0,1
P0000000185,NA,NA,NA,NA,NA
P0000000186,NA,NA,NA,NA,NA
P0000000187,NA,NA,NA,NA,NA
P0000000188,NA,NA,NA,NA,NA
P0000000189,NA,NA,NA,NA,NA
P0000000190,NA,NA,NA,NA,NA
P0000000191,NA,NA,NA,NA,NA
P0000000192,NA,NA,NA,NA,NA
P0000000193,43.26999316473,0,0,0,1
P0000000194,77.9466848940533,0,0,0,1
P0000000195,87.434039644566,0,0,0,1
P0000000196,83.3875598086124,0,0,0,1
P0000000197,NA,NA,NA,NA,NA
P0000000198,37.8017771701982,0,0,0,1
P0000000199,NA,NA,NA,NA,NA
P0000000200,NA,NA,NA,NA,NA
P0000000201,NA,NA,NA,NA,NA
P0000000202,NA,NA,NA,NA,NA
P0000000203,NA,NA,NA,NA,NA
P0000000204,NA,NA,NA,NA,NA
P0000000205,NA,NA,NA,NA,NA
P0000000206,NA,NA,NA,NA,NA
P0000000207,NA,NA,NA,NA,NA
P0000000209,0.926862611073137,0,0,0,1
P0000000210,78.1736158578264,2,2,0,1
P0000000211,47.2617908407382,2,2,0,1
P0000000212,NA,NA,NA,NA,NA
P0000000213,NA,NA,NA,NA,NA
P0000000214,NA,NA,NA,NA,NA
P0000000216,NA,NA,NA,NA,NA
P0000000217,NA,NA,NA,NA,NA
P0000000218,NA,NA,NA,NA,NA
P0000000219,NA,NA,NA,NA,NA
P0000000220,NA,NA,NA,NA,NA
P0000000221,NA,NA,NA,NA,NA
P0000000222,NA,NA,NA,NA,NA
P0000000223,72.7983595352016,4,3,0,1
P0000000224,70.6493506493507,4,3,0,1
P0000000226,0.147641831852358,0,0,0,1
P0000000227,NA,NA,NA,NA,NA
P0000000228,NA,NA,NA,NA,NA
P0000000229,48.7272727272727,5,4,0,1
P0000000230,NA,NA,NA,NA,NA
P0000000232,NA,NA,NA,NA,NA
P0000000233,0.380041011619959,0,0,0,1
P0000000234,NA,NA,NA,NA,NA
P0000000235,NA,NA,NA,NA,NA
P0000000236,NA,NA,NA,NA,NA
P0000000237,NA,NA,NA,NA,NA
P0000000238,NA,NA,NA,NA,NA
P0000000239,0.125768967874231,0,0,0,1
P0000000240,NA,NA,NA,NA,NA
P0000000241,NA,NA,NA,NA,NA
P0000000242,NA,NA,NA,NA,NA
P0000000243,NA,NA,NA,NA,NA
P0000000244,NA,NA,NA,NA,NA
P0000000245,NA,NA,NA,NA,NA
P0000000246,NA,NA,NA,NA,NA
P0000000247,NA,NA,NA,NA,NA
P0000000248,66.6848940533151,2,2,0,1
P0000000249,NA,NA,NA,NA,NA
P0000000250,NA,NA,NA,NA,NA
P0000000251,NA,NA,NA,NA,NA
P0000000252,59.6883116883117,8,7,5,1
P0000000252,59.6883116883117,8,7,5,1
P0000000253,NA,NA,NA,NA,NA
P0000000254,NA,NA,NA,NA,NA
P0000000255,NA,NA,NA,NA,NA
P0000000256,NA,NA,NA,NA,NA
P0000000257,NA,NA,NA,NA,NA
P0000000258,NA,NA,NA,NA,NA
P0000000259,NA,NA,NA,NA,NA
P0000000260,NA,NA,NA,NA,NA
P0000000262,NA,NA,NA,NA,NA
P0000000263,0.103896103896104,0,0,0,1
P0000000264,NA,NA,NA,NA,NA
P0000000265,NA,NA,NA,NA,NA
P0000000266,NA,NA,NA,NA,NA
P0000000266,NA,NA,NA,NA,NA
P0000000268,NA,NA,NA,NA,NA
P0000000269,62.2884483937115,0,0,0,1
P0000000270,61.0252904989747,11,2,0,1
P0000000270,61.0252904989747,11,2,0,1
P0000000272,NA,NA,NA,NA,NA
P0000000273,26.5208475734792,4,1,0,1
P0000000274,NA,NA,NA,NA,NA
P0000000275,0,0,0,0,1
P0000000276,-0.00273410799726589,0,0,0,1
P0000000277,NA,NA,NA,NA,NA
P0000000278,0,0,0,0,1
P0000000279,NA,NA,NA,NA,NA
P0000000280,NA,NA,NA,NA,NA
P0000000281,NA,NA,NA,NA,NA
P0000000282,NA,NA,NA,NA,NA
P0000000283,NA,NA,NA,NA,NA
P0000000284,NA,NA,NA,NA,NA
P0000000285,NA,NA,NA,NA,NA
P0000000286,84.6288448393712,2,2,0,1
P0000000287,84.4839371155161,2,2,0,1
P0000000288,24.565960355434,0,0,0,1
P0000000289,40.6971975393028,0,0,0,1
P0000000290,NA,NA,NA,NA,NA
P0000000291,NA,NA,NA,NA,NA
P0000000292,NA,NA,NA,NA,NA
P0000000293,84.2706766917293,11,7,12,1
P0000000294,36.7464114832536,7,3,8,1
P0000000295,81.9712918660287,4,4,4,1
P0000000296,0.585099111414901,0,0,0,1
P0000000297,0.369104579630895,0,0,0,1
P0000000298,0,0,0,0,1
P0000000299,81.2522214627478,8,5,11,1
P0000000300,NA,NA,NA,NA,NA
P0000000301,59.2754613807245,0,0,0,1
P0000000302,0.822966507177033,0,0,0,1
P0000000303,NA,NA,NA,NA,NA
P0000000305,62.0915926179084,4,4,6,1
P0000000306,23.3356117566644,0,0,0,1
P0000000308,78.6138072453862,7,4,0,1
P0000000309,0.355434039644566,0,0,0,1
P0000000310,NA,NA,NA,NA,NA
P0000000312,4.4019138755980904,0,0,0,1
P0000000313,0,0,0,0,1
P0000000314,NA,NA,NA,NA,NA
P0000000317,62.0943267259057,8,5,11,1
P0000000318,5.56117566643882,0,0,0,1
P0000000319,NA,NA,NA,NA,NA
P0000000320,0.139439507860561,0,0,0,1
P0000000321,NA,NA,NA,NA,NA
P0000000323,NA,NA,NA,NA,NA
P0000000324,1.64866712235133,0,0,0,1
P0000000325,NA,NA,NA,NA,NA
P0000000326,NA,NA,NA,NA,NA
P0000000327,57.4408749145591,4,4,6,1
P0000000328,NA,NA,NA,NA,NA
P0000000329,NA,NA,NA,NA,NA
P0000000330,NA,NA,NA,NA,NA
P0000000331,NA,NA,NA,NA,NA
P0000000332,NA,NA,NA,NA,NA
P0000000333,NA,NA,NA,NA,NA
P0000000334,NA,NA,NA,NA,NA
P0000000353,57.0416951469583,8,8,5,1
P0000000358,76.5768967874231,8,7,0,1
P0000000367,27.7539302802461,1,1,0,1
P0000000371,NA,NA,NA,NA,NA
P0000000377,NA,NA,NA,NA,NA
P0000000380,NA,NA,NA,NA,NA
P0000000390,NA,NA,NA,NA,NA
P0000000392,NA,NA,NA,NA,NA
P0000000402,NA,NA,NA,NA,NA
P0000000409,NA,NA,NA,NA,NA
P0000000412,NA,NA,NA,NA,NA
P0000000415,NA,NA,NA,NA,NA
P0000000420,78.4771018455229,3,2,0,1
P0000000425,53.717019822283,1,1,0,1
P0000000428,71.9945317840055,1,1,0,1
P0000000428,71.9945317840055,1,1,0,1
P0000000428,71.9945317840055,1,1,0,1
P0000000428,71.9945317840055,1,1,0,1
P0000000431,46.1736158578264,2,2,0,1
P0000000435,72.2952836637047,2,2,0,1
P0000000439,74.6110731373889,2,2,0,1
P0000000445,NA,NA,NA,NA,NA
P0000000448,NA,NA,NA,NA,NA
P0000000451,NA,NA,NA,NA,NA
P0000000460,NA,NA,NA,NA,NA
P0000000467,NA,NA,NA,NA,NA
P0000000471,NA,NA,NA,NA,NA
P0000000474,NA,NA,NA,NA,NA
P0000000481,79.5352016404648,10,4,0,1
P0000000486,NA,NA,NA,NA,NA
P0000000489,NA,NA,NA,NA,NA
P0000000489,NA,NA,NA,NA,NA
P0000000489,NA,NA,NA,NA,NA
P0000000489,NA,NA,NA,NA,NA
P0000000496,NA,NA,NA,NA,NA
P0000000497,NA,NA,NA,NA,NA
P0000000501,49.3670539986329,0,0,0,1
P0000000504,73.3725222146275,0,0,0,1
P0000000509,NA,NA,NA,NA,NA
P0000000513,NA,NA,NA,NA,NA
P0000000516,NA,NA,NA,NA,NA
P0000000521,NA,NA,NA,NA,NA
P0000000525,57.8236500341763,0,0,0,1
P0000000528,NA,NA,NA,NA,NA
P0000000532,NA,NA,NA,NA,NA
P0000000539,81.5256322624744,4,4,0,1
P0000000545,NA,NA,NA,NA,NA
P0000000552,NA,NA,NA,NA,NA
P0000000554,NA,NA,NA,NA,NA
P0000000556,NA,NA,NA,NA,NA
P0000000559,NA,NA,NA,NA,NA
P0000000562,NA,NA,NA,NA,NA
P0000000570,NA,NA,NA,NA,NA
P0000000573,NA,NA,NA,NA,NA
P0000000576,NA,NA,NA,NA,NA
P0000000577,NA,NA,NA,NA,NA
P0000000580,57.9767600820232,5,5,0,1
P0000000584,40.3855092276145,5,5,0,1
P0000000586,NA,NA,NA,NA,NA
P0000000588,NA,NA,NA,NA,NA
P0000000590,40.688995215311,6,4,0,1
P0000000594,51.7375256322625,6,4,0,1
P0000000597,NA,NA,NA,NA,NA
P0000000602,59.8988380041012,5,3,0,1
P0000000606,NA,NA,NA,NA,NA
P0000000608,39.2426520847574,0,0,0,1
P0000000612,59.2071086807929,0,0,0,1
P0000000616,NA,NA,NA,NA,NA
P0000000622,20.339029391661,0,0,0,1
P0000000625,NA,NA,NA,NA,NA
P0000000627,NA,NA,NA,NA,NA
P0000000632,NA,NA,NA,NA,NA
P0000000635,NA,NA,NA,NA,NA
P0000000639,NA,NA,NA,NA,NA
P0000000643,37.3233082706767,1,1,0,1
P0000000647,50.6958304853042,2,2,1,1
P0000000647,50.6958304853042,2,2,1,1
P0000000647,50.6958304853042,2,2,1,1
P0000000647,50.6958304853042,2,2,1,1
P0000000650,69.9220779220779,0,0,0,1
P0000000652,63.526999316473,0,0,0,1
P0000000656,76.9897470950103,0,0,0,1
P0000000659,NA,NA,NA,NA,NA
P0000000663,NA,NA,NA,NA,NA
P0000000665,NA,NA,NA,NA,NA
P0000000667,NA,NA,NA,NA,NA
P0000000668,NA,NA,NA,NA,NA
P0000000671,NA,NA,NA,NA,NA
P0000000672,NA,NA,NA,NA,NA
P0000000674,NA,NA,NA,NA,NA
P0000000675,NA,NA,NA,NA,NA
P0000000675,NA,NA,NA,NA,NA
P0000000675,NA,NA,NA,NA,NA
P0000000675,NA,NA,NA,NA,NA
P0000000676,59.3465481886535,2,1,0,1
P0000000682,NA,NA,NA,NA,NA
P0000000685,NA,NA,NA,NA,NA
P0000000687,53.1510594668489,2,0,0,1
P0000000690,NA,NA,NA,NA,NA
P0000000691,66.447026657553,0,0,0,1
P0000000693,54.0997949419002,1,0,0,1
P0000000693,54.0997949419002,1,0,0,1
P0000000696,59.053998632946,2,1,0,1
P0000000698,NA,NA,NA,NA,NA
P0000000700,NA,NA,NA,NA,NA
P0000000702,NA,NA,NA,NA,NA
P0000000703,32.6206425153794,1,1,0,1
P0000000705,NA,NA,NA,NA,NA
P0000000750,55.2617908407382,4,4,0,1
P0000000753,27.7047163362953,1,1,0,1
P0000000759,NA,NA,NA,NA,NA
P0000000762,NA,NA,NA,NA,NA
P0000000765,55.5023923444976,7,2,2,1
P0000000769,NA,NA,NA,NA,NA
P0000000772,30.4743677375256,4,4,0,1
P0000000774,41.6814764183185,3,2,0,1
P0000000775,NA,NA,NA,NA,NA
P0000000807,39.0239234449761,1,1,0,1
P0000000811,NA,NA,NA,NA,NA
P0000000814,NA,NA,NA,NA,NA
P0000000816,NA,NA,NA,NA,NA
P0000000819,24.1531100478469,0,0,0,1
P0000000825,69.0991114149009,2,2,0,1
P0000000825,69.0991114149009,2,2,0,1
P0000000830,NA,NA,NA,NA,NA
P0000000834,50.3677375256323,0,0,0,1
P0000000839,74.8462064251538,2,2,0,1
P0000000849,55.6883116883117,4,2,0,1
P0000000862,NA,NA,NA,NA,NA
P0000000870,19.6008202323992,1,0,0,1
P0000000874,NA,NA,NA,NA,NA
P0000000882,NA,NA,NA,NA,NA
P0000000887,NA,NA,NA,NA,NA
P0000000890,47.177033492823,0,0,0,1
P0000000895,73.1428571428571,0,0,0,1
P0000000895,73.1428571428571,0,0,0,1
P0000000895,73.1428571428571,0,0,0,1
P0000000895,73.1428571428571,0,0,0,1
P0000000898,NA,NA,NA,NA,NA
P0000000906,46.498974709501,2,2,2,1
P0000000910,59.0485304169515,2,2,0,1
P0000000914,81.7115516062885,2,2,0,1
P0000000917,NA,NA,NA,NA,NA
P0000000921,NA,NA,NA,NA,NA
P0000000923,NA,NA,NA,NA,NA
P0000000928,83.8796992481203,2,2,0,1
P0000000932,NA,NA,NA,NA,NA
P0000000939,NA,NA,NA,NA,NA
P0000000942,57.7799043062201,6,3,8,1
P0000000951,66.0205058099795,6,3,8,1
P0000000954,57.6514012303486,8,6,0,1
P0000000962,NA,NA,NA,NA,NA
P0000000967,NA,NA,NA,NA,NA
P0000000972,NA,NA,NA,NA,NA
P0000000975,82.8325358851675,0,0,0,1
P0000000978,83.958988380041,0,0,0,1
P0000000979,61.9603554340396,2,1,0,1
P0000000981,61.9302802460697,2,1,0,1
P0000000984,NA,NA,NA,NA,NA
P0000000987,NA,NA,NA,NA,NA
P0000000989,NA,NA,NA,NA,NA
P0000000993,NA,NA,NA,NA,NA
P0000000993,NA,NA,NA,NA,NA
P0000000993,NA,NA,NA,NA,NA
P0000000993,NA,NA,NA,NA,NA
P0000000996,70.7395762132604,4,4,0,1
P0000001000,NA,NA,NA,NA,NA
P0000001003,84.946001367054,2,1,0,1
P0000001012,29.7744360902256,1,0,0,1
P0000001015,56.3417634996582,0,0,0,1
P0000001018,NA,NA,NA,NA,NA
P0000001049,NA,NA,NA,NA,NA
P0000001056,68.9405331510595,5,4,0,1
P0000001061,62.8680792891319,5,4,0,1
P0000001063,NA,NA,NA,NA,NA
P0000001068,38.3376623376623,2,2,0,1
P0000001071,NA,NA,NA,NA,NA
P0000001076,NA,NA,NA,NA,NA
P0000001082,NA,NA,NA,NA,NA
P0000001087,NA,NA,NA,NA,NA
P0000001089,NA,NA,NA,NA,NA
P0000001091,NA,NA,NA,NA,NA
P0000001092,58.1954887218045,3,2,0,1
P0000001097,62.5044429254956,3,2,0,1
P0000001101,NA,NA,NA,NA,NA
P0000001103,NA,NA,NA,NA,NA
P0000001108,34.7614490772386,3,3,0,1
P0000001112,NA,NA,NA,NA,NA
P0000001114,NA,NA,NA,NA,NA
P0000001116,NA,NA,NA,NA,NA
P0000001119,NA,NA,NA,NA,NA
P0000001122,NA,NA,NA,NA,NA
P0000001122,NA,NA,NA,NA,NA
P0000001122,NA,NA,NA,NA,NA
P0000001122,NA,NA,NA,NA,NA
P0000001125,52.6124401913876,2,2,0,1
P0000001132,NA,NA,NA,NA,NA
P0000001135,62.5481886534518,0,0,0,1
P0000001136,NA,NA,NA,NA,NA
P0000001138,NA,NA,NA,NA,NA
P0000001140,NA,NA,NA,NA,NA
P0000001142,NA,NA,NA,NA,NA
P0000001145,87.0102529049898,5,5,0,1
P0000001147,49.9302802460697,5,5,0,1
P0000001150,NA,NA,NA,NA,NA
P0000001155,NA,NA,NA,NA,NA
P0000001156,NA,NA,NA,NA,NA
P0000001159,NA,NA,NA,NA,NA
P0000001167,NA,NA,NA,NA,NA
P0000001171,NA,NA,NA,NA,NA
P0000001174,NA,NA,NA,NA,NA
P0000001177,NA,NA,NA,NA,NA
P0000001180,NA,NA,NA,NA,NA
P0000001185,NA,NA,NA,NA,NA
P0000001189,NA,NA,NA,NA,NA
P0000001194,NA,NA,NA,NA,NA
P0000001198,NA,NA,NA,NA,NA
P0000001201,NA,NA,NA,NA,NA
P0000001204,NA,NA,NA,NA,NA
P0000001206,NA,NA,NA,NA,NA
P0000001210,77.9248120300752,2,2,2,1
P0000001217,50.8270676691729,2,2,2,1
P0000001221,NA,NA,NA,NA,NA
P0000001225,NA,NA,NA,NA,NA
P0000001226,NA,NA,NA,NA,NA
P0000001240,50.149008885851,4,0,0,1
P0000001243,NA,NA,NA,NA,NA
P0000001245,NA,NA,NA,NA,NA
P0000001248,NA,NA,NA,NA,NA
P0000001251,NA,NA,NA,NA,NA
P0000001252,NA,NA,NA,NA,NA
P0000001256,NA,NA,NA,NA,NA
P0000001258,NA,NA,NA,NA,NA
P0000001261,81.4955570745044,0,0,0,1
P0000001265,NA,NA,NA,NA,NA
P0000001268,NA,NA,NA,NA,NA
P0000001272,NA,NA,NA,NA,NA
P0000001275,NA,NA,NA,NA,NA
P0000001278,NA,NA,NA,NA,NA
P0000001280,86.488038277512,0,0,0,1
P0000001284,NA,NA,NA,NA,NA
P0000001285,NA,NA,NA,NA,NA
P0000001288,NA,NA,NA,NA,NA
P0000001291,58.8133971291866,0,0,0,1
P0000001296,72.9596719070403,0,0,0,1
P0000001298,52.3116883116883,4,3,0,1
P0000001301,87.61995898838,4,3,0,1
P0000001303,NA,NA,NA,NA,NA
P0000001308,NA,NA,NA,NA,NA
P0000001310,NA,NA,NA,NA,NA
P0000001311,NA,NA,NA,NA,NA
P0000001312,NA,NA,NA,NA,NA
P0000001332,NA,NA,NA,NA,NA
P0000001334,NA,NA,NA,NA,NA
P0000001353,NA,NA,NA,NA,NA
P0000001361,NA,NA,NA,NA,NA
P0000001365,NA,NA,NA,NA,NA
P0000001368,NA,NA,NA,NA,NA
P0000001371,NA,NA,NA,NA,NA
P0000001373,NA,NA,NA,NA,NA
P0000001375,NA,NA,NA,NA,NA
P0000001377,NA,NA,NA,NA,NA
P0000001379,NA,NA,NA,NA,NA
P0000001390,NA,NA,NA,NA,NA
P0000001390,NA,NA,NA,NA,NA
P0000001393,NA,NA,NA,NA,NA
P0000001396,NA,NA,NA,NA,NA
P0000001398,62.8325358851675,12,10,24,1
P0000001403,74.7915242652085,12,10,24,1
P0000001405,58.7067669172932,4,4,1,1
P0000001413,57.5092276144908,4,4,0,1
P0000001417,71.0977443609023,4,4,0,1
P0000001420,NA,NA,NA,NA,NA
P0000001423,46.1134654818865,5,5,13,1
P0000001432,63.4395078605605,10,7,21,1
P0000001436,68.8448393711552,10,7,21,1
P0000001439,83.26999316473,7,7,9,1
P0000001443,NA,NA,NA,NA,NA
P0000001448,44.1722488038277,8,6,24,1
P0000001453,59.5051264524949,8,6,24,1
P0000001456,67.9453178400547,1,0,0,1
P0000001459,19.0786056049214,1,0,0,1
P0000001462,70.9419002050581,7,6,10,1
P0000001466,NA,NA,NA,NA,NA
P0000001469,36.3718386876282,6,3,7,1
P0000001474,72.4620642515379,6,3,7,1
P0000001480,NA,NA,NA,NA,NA
P0000001483,73.2467532467532,7,5,1,1
P0000001486,67.8933697881066,7,5,1,1
P0000001487,72.9897470950103,1,1,0,1
P0000001488,45.8373205741627,0,0,0,1
P0000001494,75.2071086807929,0,0,0,1
P0000001494,75.2071086807929,0,0,0,1
P0000001494,75.2071086807929,0,0,0,1
P0000001494,75.2071086807929,0,0,0,1
P0000001498,72.7846889952153,6,6,2,1
P0000001501,NA,NA,NA,NA,NA
P0000001505,47.311004784689,6,4,0,1
P0000001511,47.4668489405332,6,4,0,1
P0000001514,73.8400546821599,6,6,22,1
P0000001518,59.5625427204375,6,6,22,1
P0000001523,34.1954887218045,2,2,5,1
P0000001527,35.9316473000683,2,2,5,1
P0000001532,58.8407382091593,5,5,0,1
P0000001536,70.5563909774436,5,5,0,1
P0000001539,73.9986329460014,7,0,0,1
P0000001543,63.403964456596,7,0,0,1
P0000001546,30.2775119617225,0,0,0,1
P0000001549,79.136021872864,0,0,0,1
P0000001551,53.0143540669856,5,3,3,1
P0000001554,55.2453861927546,5,3,3,1
P0000001557,65.3561175666439,10,3,10,1
P0000001561,50.6356801093643,8,2,0,1
P0000001565,33.6240601503759,2,1,10,1
P0000001569,NA,NA,NA,NA,NA
P0000001572,25.2768284347232,1,1,0,1
P0000001575,NA,NA,NA,NA,NA
P0000001581,45.4982911825017,2,1,0,1
P0000001586,80.7245386192755,2,1,0,1
P0000001588,36.3609022556391,5,3,3,1
P0000001594,NA,NA,NA,NA,NA
P0000001596,49.3178400546822,7,7,7,1
P0000001601,88.2816131237184,7,7,7,1
P0000001603,83.5434039644566,5,4,5,1
P0000001606,69.3342447026658,0,0,0,1
P0000001609,80.041011619959,5,4,5,1
P0000001613,42.2447026657553,3,2,6,1
P0000001616,NA,NA,NA,NA,NA
P0000001619,82.6575529733424,7,5,14,1
P0000001626,NA,NA,NA,NA,NA
P0000001630,67.9917976760082,4,3,7,1
P0000001630,67.9917976760082,4,3,7,1
P0000001630,67.9917976760082,4,3,7,1
P0000001630,67.9917976760082,4,3,7,1
P0000001633,66.8024606971975,4,4,1,1
P0000001641,72.0902255639098,2,2,13,1
P0000001645,85.727956254272,2,2,13,1
P0000001648,NA,NA,NA,NA,NA
P0000001650,NA,NA,NA,NA,NA
P0000001653,69.3479152426521,16,7,8,1
P0000001655,72.5331510594668,16,7,8,1
P0000001658,73.5748462064251,3,1,1,1
P0000001658,73.5748462064251,3,1,1,1
P0000001658,73.5748462064251,3,1,1,1
P0000001658,73.5748462064251,3,1,1,1
P0000001661,62.8653451811347,3,1,0,1
P0000001664,37.7853725222146,3,1,0,1
P0000001665,75.9453178400547,0,0,0,1
P0000001668,54.7204374572796,1,0,0,1
P0000001671,NA,NA,NA,NA,NA
P0000001677,60.0546821599453,10,7,18,1
P0000001679,74.6274777853725,4,3,8,1
P0000001684,92.1038961038961,4,3,8,1
P0000001686,81.2248803827751,6,5,43,1
P0000001689,82.2693096377307,6,5,43,1
P0000001691,54.6493506493507,3,2,0,1
P0000001696,44.6206425153794,3,2,0,1
P0000001699,75.3875598086124,11,6,12,1
P0000001702,86.6848940533151,11,6,12,1
P0000001705,54.365003417635,3,3,13,1
P0000001708,NA,NA,NA,NA,NA
P0000001720,39.4641148325359,3,1,0,1
P0000001725,66.1353383458647,3,1,0,1
P0000001728,74.5181134654819,8,3,6,1
